"id_assignment","id_job_type","service_date","pitch","sandbags","created_by","updated_by","tarp_situation","plywoods","s2x4x8","s2x4x12","s2x4x16","job_info"
"3291","1","2020-8-6",,"20","73","73",,,,,,
"3317","1","2020-8-6",,"22","73","73",,,,,,"Tree felt on the roof, no interior damage yet"
"3247","1","2020-8-7",,"7","73","73",,,,,,
"3279","11","2020-8-7",,,"73","73",,,,,,"1 Tree (2 branches)
- 48 ft long x 28inches diameter, 24ft. Canopy
- 46 ft long x 28 inches diameter x 30 ft. Canopy
Hauled away"
"3310","1","2020-8-7",,"17","73","73",,,,,,"Broken window"
"3152","1","2020-8-7",,"23","73","73",,,,,,
"3213","1","2020-8-7",,"9","73","73",,,,,,
"3315","1","2020-8-7",,"33","73","73",,,,,,
"3313","1","2020-8-7",,"17","73","73",,,,,,
"3300","1","2020-8-7",,"26","73","73",,,,,,
"3308","1","2020-8-7",,"8","73","73",,,,,,
"3234","2","2020-8-7",,"26","73","73",,,,,,"Broken and missed tiles, old roof was all ripped off"
"3207","1","2020-8-7",,"17","73","73",,,,,,
"3333","3","2020-8-7",,"0","73","73",,,,,,
"3324","1","2020-8-7",,"23","73","73",,,,,,
"3305","1","2020-8-7",,"6","73","73",,,,,,"Tree fell on the roof, h.o told us that the tree removal company will go there Saturday and he need a temporary tarp prevent the water damage around damaged area."
"3323","11","2020-8-6",,,"73","73",,,,,,"1 trunk 30 ft length, 24inches  diameter. No canopy. ### second trunk 40ft length 32 inches , 15 ft canopy. ### 3 workers, We spent 5h to cut and haul all debris to the side of the house like h.o told us."
"3359","1","2020-8-7",,"19","73","73",,,,,,
"3321","2","2020-8-8",,"0","73","73",,,,,,
"3365","1","2020-8-8",,"13","73","73",,,,,,
"3363","1","2020-8-8",,"13","73","73",,,,,,"Tree had canapy 40 lenth 1.5 feet 35 long"
"3319","1","2020-8-8",,"27","73","73",,,,,,
"3276","1","2020-8-8",,"11","73","73",,,,,,
"3346","1","2020-8-8",,"17","73","73",,,,,,
"3314","1","2020-8-8",,"4","73","73",,,,,,
"3367","1","2020-8-8",,"14","73","73",,,,,,
"3366","1","2020-8-10",,"27","73","73",,,,,,"H.o don't allow us go inside the house and show outside where was leaking."
"3226","7","2020-8-10",,,"73","73",,,,,,"Ladder assist"
"2971","2","2020-8-10",,"0","73","73",,,,,,
"3236","2","2020-8-10",,"0","73","73",,,,,,"Removed plywood "
"3401","1","2020-8-10",,"18","73","73",,,,,,
"3311","1","2020-8-11",,"14","73","73",,,,,,
"3362","1","2020-8-10",,"22","73","73",,,,,,"The wind ripped off the last layer of the flat roof"
"3386","1","2020-8-11",,"14","73","73",,,,,,
"3403","1","2020-8-11",,"26","73","73",,,,,,
"3327","2","2020-8-10",,"10","73","73","2",,,,,"We don’t have pictures inside, it was a inspection and adjuster tell us to put a new piece where Been install."
"3344","11","2020-8-9",,,"73","73",,,,,,"1- tree 80ft length, 52 diameter. 40 ft canopy.
## 2- large branch 50 ft length, 32 inches diameter and 30 ft canopy.
## 3 - large branch 45 ft length 24inches diameter and 20ft canopy
## 4- branch 25 ft length 20 inches diameter and 15ft canopy 
## 5- small tree 20ft length, 12 inches diameter and 10 ft canopy.
# 17 hrs to cut all trees ### 7hr to Clean and haul all debris"
"3341","4","2020-8-11",,"75","73","73",,,,,,
"3406","1","2020-8-11",,"8","73","73",,,,,,"Tree felt on the roof and also damage the wood facia."
"3396","1","2020-8-11",,"35","73","73",,,,,,
"3394","1","2020-8-12",,"20","73","73",,,,,,"No visible damage on the roof"
"3278","2","2020-8-12",,"0","73","73",,,,,,
"3293","11","2020-8-5",,,"73","73",,,,,,"1 tree: 4 ft. Diameter x 30 ft. Long x 30 ft. Canopy.
- haulled debris
- 03 guys for 3 hours to cut
- 03 guys for 2 hours to clean"
"3293","1","2020-8-5",,"11","73","73",,,,,,"Tree felt in the roof"
"3364","1","2020-8-8",,"40","73","73",,,,,,
"3364","1","2020-8-8",,"40","73","73",,,,,,
"3357","2","2020-8-12",,"0","73","73",,,,,,
"3357","2","2020-8-12",,"0","73","73",,,,,,
"3408","1","2020-8-12",,"16","73","73",,,,,,
"3402","7","2020-8-12",,,"73","73",,,,,,"Done"
"3370","1","2020-8-12",,"6","73","73",,,,,,"Whe removed a branch size 4inchesx15feet."
"3421","2","2020-8-12",,"0","73","73",,,,,,
"3423","1","2020-8-12",,"10","73","73",,,,,,
"3360","2","2020-8-12",,"0","73","73",,,,,,
"3368","1","2020-8-12",,"24","73","73",,,,,,
"3392","8","2020-8-12",,,"73","73",,,,,,"No roof damage"
"3432","1","2020-8-12",,"8","73","73",,,,,,
"3431","2","2020-8-12",,"33","73","73",,,,,,
"3420","1","2020-8-12",,"17","73","73",,,,,,
"3436","1","2020-8-12",,"25","73","73",,,,,,
"3427","1","2020-8-12",,"16","73","73",,,,,,
"3419","1","2020-8-12",,"21","73","73",,,,,,
"3419","1","2020-8-12",,"21","73","73",,,,,,
"3434","1","2020-8-13",,"18","73","73",,,,,,
"3400","2","2020-8-13",,"0","73","73",,,,,,
"3417","1","2020-8-13",,"16","73","73",,,,,,
"3438","1","2020-8-13",,"30","73","73",,,,,,
"3418","1","2020-8-13",,"21","73","73",,,,,,
"3439","1","2020-8-13",,"11","73","73",,,,,,"No leaking inside the house, no pictures inside."
"3441","3","2020-8-13",,"4","73","73",,,,,,
"3444","1","2020-8-13",,"2","73","73",,,,,,
"3460","3","2020-8-13",,"4","73","73",,,,,,
"3452","1","2020-8-13",,"19","73","73",,,,,,"We use 1.5 sheets of plywood"
"3373","1","2020-8-13",,"6","73","73",,,,,,
"3407","1","2020-8-13",,"7","73","73",,,,,,"No damage inside, a tree fell on the roof and make 3 small holes"
"3444","3","2020-8-13",,"2","73","73","3",,,,,"We just add 2 sandbags and out tarp back."
"3389","1","2020-8-10",,"22","73","73",,,,,,"Tree felt over the left side of the house cracking the wall and the flat roof"
"3369","1","2020-8-11",,"8","73","73",,,,,,"Leaking throughout the wall"
"3445","1","2020-8-14",,"5","73","73",,,,,,"A tree fel on the roof and make a hole over the garage"
"3440","1","2020-8-14",,"15","73","73",,,,,,
"3457","1","2020-8-14",,"26","73","73",,,,,,
"3376","11","2020-8-14",,,"73","73",,,,,,"McCoy - 

1 tree with 80ft. Long x 4ft. Diameter x 20ft. Canopy
- crane used $1469 paid by Kruger
- Bucket truck used for 4 hours
20x30 tarp with 11 sandbags"
"3376","1","2020-8-14",,"11","73","73",,,,,,
"3462","1","2020-8-14",,"28","73","73",,,,,,
"3404","11","2020-8-14",,,"73","73",,,,,,"Lorraine, west.
Small tree
Tronc 1x40
Canopy 10 feet.
3 workers to cut 3 hr and 1 hr to haul all debris."
"3464","1","2020-8-14",,"16","73","73",,,,,,
"3451","2","2020-8-14",,"0","73","73",,,,,,
"3316","1","2020-8-14",,"0","73","73",,,,,,"No visible damage on the roof"
"3454","1","2020-8-14",,,"73","73",,,,,,
"3468","1","2020-8-14",,"25","73","73",,,,,,"Done , over bathroom 1,no visible damage on the roof"
"3470","3","2020-8-15",,"10","73","73",,,,,,
"3474","1","2020-8-15",,"36","73","73",,,,,,
"3456","1","2020-8-15",,"28","73","73",,,,,,
"3465","1","2020-8-15",,"18","73","73",,,,,,
"3472","1","2020-8-15",,"11","73","73",,,,,,
"3380","11","2020-8-15",,,"73","73",,,,,,"1 tree
2 branches 1.5x45 feet
Canopy 45 feet
3 guys 5 hours to cut, clean and haul all debris"
"3385","11","2020-8-15",,,"73","73",,,,,,"2 trees
Tree #1
Just a tronc 1.5x35ft
Tree #2
Just tronc 3x45ft
we need to haul the debris.
Done 5 guys 4 hours"
"3466","1","2020-8-16",,"14","73","73",,,,,,
"3478","3","2020-8-16",,"10","73","73",,,,,,
"3378","1","2020-8-13",,"5","73","73",,,,,,
"3348","11","2020-8-15",,,"73","73",,,,,,"tree over the pool - 65 ft length 20 inches diameter and 20ft canopy. 3 small branches 8inches diameter 15ft length######  tree over garage - 35 ft length, 24 inches diameter and 23 ft canopy. ### branch over the house 3 small branch’s 6inches diameter 12 ft length.#### 4 guys working 5 hrs to cut and 4 guys working 1 hr to haul all debris."
"3381","11","2020-8-16",,,"73","73",,,,,,"1 tree fell on h.o property. 60ft length, 32 inches diameter and 30ft canopy."
"3442","1","2020-8-14",,"9","73","73",,,,,,
"3336","11","2020-8-8",,,"73","73",,,,,,"A tree fell on neighbor roof and 2 trunks fell on h.o garage. 1 trunk 30ft length with 20 ft canopy and 10inches  diameter . ### second trunk 15 for length 10 inches diameter and 15 fr canopy. We cut in 2 guys 2 hrs and 35 min to haul with 3 guys"
"3336","1","2020-8-8",,"6","73","73",,,,,,"2 holes over garage."
"3337","11","2020-8-16",,,"73","73",,,,,,"1 Tree (3 branches)
 - 4ft diameter x 48 ft. Long x 35ft. Canopy
 - 2ft diameter x 36ft. Long x 20ft canopy
 - 2ft diameter x 36ft. Long x 20ft canopy
 - 5 guys 5 hours to cut
 - 5 guys 3 hours to clean
 - halled away"
"3351","11","2020-8-16",,,"73","73",,,,,,"1 tree 30 ft length, 18 inches diameter and 30 ft canopy. ###
1 branch 25 ft length, 12 inches diameter and 20 ft canopy ### 1 branch 15 ft , 6 inches diameter and 12ft canopy ### 3 hrs to cut and haul all debris ."
"3437","1","2020-8-14",,"18","73","73",,,,,,"No visible damage on the wall but plywood was wet."
"3415","11","2020-8-16",,,"73","73",,,,,,"1 tree 63 ft length, 30 inches diameter and 45 ft canopy.
3hrs to cut and haul all debris. H.o keep the trunk."
"3350","11","2020-8-16",,,"73","73",,,,,,"Large tree felt over the roof.
Canopy 60 feet
Tronc 3.5x50ft
7 branches, all of them with 50x1 feet."
"3350","1","2020-8-14",,"8","73","73",,,,,,
"3388","11","2020-8-14",,,"73","73",,,,,,"2 branches, both with 1.5x45.
Canopy each branch 40 feet.
3 hr to cut and haul all debris with 3 workers."
"3475","1","2020-8-17",,"16","73","73",,,,,,
"3425","3","2020-8-13",,"0","73","73","3",,,,,"We just put a new tap on the wall"
"3245","2","2020-8-17",,"0","73","73",,,,,,
"3477","2","2020-8-17",,"0","73","73",,,,,,
"3481","1","2020-8-17",,"26","73","73",,,,,,
"3463","2","2020-8-17",,"0","73","73",,,,,,
"3480","1","2020-8-17",,"9","73","73",,,,,,"Tree felt on the roof"
"3484","1","2020-8-17",,"3","73","73",,,,,,"Lighting strike"
"3479","1","2020-8-18",,"12","73","73",,,,,,
"3354","1","2020-8-18",,"16","73","73",,,,,,"A tree fell on the garage roof and did some holes ."
"3354","11","2020-8-18",,,"73","73",,,,,,"1 branch 40ft length, 18inches diameter and 35ft canopy. ### 1 branch 30ft length, 12inches diameter and 15ft canopy ### 1 branch 20ft length and 12inches diameter and 20ft canopy. We spent 2hours to cut and 1 hr to haul all debris. 5 guys working."
"3347","11","2020-8-17",,,"73","73",,,,,,"Large job, We cut, clean and haul all debris, h.o keep some small pieces.
3 branches broken.
Branch #1 
75x2.5 feet
Branch #2
65x2 feet
Branch #3
30x1.
5hr to cut with 4 guys and 3 hrs to haul all debris with 2guys ."
"3358","11","2020-8-12",,,"73","73",,,,,,"Only tree removal.
We cut, clean and haul all debris.
1 tree with 2 branches 
Canopy 30 feet
Tronc 3x40 feet
Branch #1
1x35 feet
Branch #2
1.5x40 feet"
"3459","7","2020-8-18",,,"73","73",,,,,,"Ladder assist"
"3443","7","2020-8-18",,,"73","73",,,,,,"Ladder assist"
"3483","1","2020-8-18",,"26","73","73",,,,,,
"3340","11","2020-8-18",,,"73","73",,,,,,"We cut clean and haul all debris.
1 big tree
- 1 branche w/4ft. Diameter x 58ft. Long x 30ft canopy
- 1 branche w/1 ft. Diameter x 30ft. Long x 10ft. canopy
- 8 branche w/2ft. Diameter x 40ft. Long x 20ft. canopy
- 1 branche w/3ft.. Diameter x 50 ft. Long x 25 ft. canopy
- 1 branche w/2ft. Diameter x 35ft. Long x 15 ft. canopy
7 hrs to cut  5 guys 
2 hrs to clean and haul all debris 5 guys."
"3492","1","2020-8-18",,"40","73","73",,,,,,
"3497","1","2020-8-18",,"4","73","73",,,,,,
"3458","1","2020-8-15",,"5","73","73",,,,,,"Tree fell on the shed roof and did 2 holes. h.o asked to is to put a tarp and told us that your shed is covered."
"3458","11","2020-8-14",,,"73","73",,,,,,"1 branch fell from neighbor over the fence 20ft length, 12 inches diameter and 35 ft canopy."
"3414","11","2020-8-18",,,"73","73",,,,,,"A big branch
2.5x35
Canopy 35 feet"
"3414","1","2020-8-18",,"4","73","73",,,,,,"Tree felt beside the shed"
"3496","3","2020-8-19",,"0","73","73",,,,,,
"3398","11","2020-8-17",,,"73","73",,,,,,"2 branchs fell from neighbor tree.
#Branch 1# 35 ft length, 18 inches diameter and 30 ft canopy. # Branch 2 15 ft length and 18 inches diameter and no canopy. We cut and haul all debris 2hrs to cut with 5 guys and 1hr to haul all debris."
"3494","1","2020-8-19",,"23","73","73",,,,,,
"3428","11","2020-8-16",,,"73","73",,,,,,"1 Tree
--- 4 ft. Diameter x 110ft. Long x no canopy
--- 06 guys 3 hours to cut it
--- 06 guys 2 hours to clean and dispose it.
--- Haulled away"
"3501","11","2020-8-19",,,"73","73",,,,,,"1 big TRee in the front of the house: (14 branches)
 - 1 branche w/ 5 ft. diameter x 60 ft. Long x 45 ft. Canopy
 - 1 branche w/ 4 ft. diameter x 45 ft. Long x 40 ft. Canopy
 - 3 branche w/ 3ft. diameter x 40 ft. Long x 39 ft. Canopy
 - 7 branche w/ 2 ft. diameter x 42 ft. Long x 35 ft. Canopy
 - 2 branche w/ 1 ft diameter x 60 ft. Long x 35 ft. Canopy

1 big TRee in the back of the house: (1 branches)
 - 1 branche w/ 6ft. diameter x 10 ft. Long x no canopy

2 small TRee in the back of the house over the fence (7 branches)
 - 5 branche w/ 2 ft. diameter x 43 ft. Long x 30 ft. Canopy
 - 2 branche w/ 1 ft. diameter x 35 ft. Long x 45 ft. Canopy

- 13 hours of bob cat
- 6 hours of bucket truck
- 10 guys for 13 hours to cut and clean everything
- All the debris left in the front of the house, city may pick up or need to charge $2000 to pick up
- No tarp needed"
"3449","11","2020-8-18",,,"73","73",,,,,,"We did Damage the fence of the insured neighbor in the process, we did try to fix it but he wants the exactly model and wood of his 30 years old fence, we went to a fence company and they are going to visit the site to do an estimate. Neighbor name Gary (732)503-8621. Taylor’s Fance is a company that will do estimate tomorrow 08/20 phone (732)938-4356. Neighbor don’t worry about to waiting the time to find the same one Fance. 2 panels shadow box and 2 half panels and 3 posts damaged."
"3387","11","2020-8-19",,,"73","73",,,,,,"We cut, clean and haul all debris.
2 branches 
Canopy 20 feet each 
1# 0.5 35 feet 
2# 0.5 40 feet"
"3498","1","2020-8-19",,"13","73","73",,,,,,
"3509","1","2020-8-19",,"25","73","73",,,,,,
"3515","1","2020-8-19",,"22","73","73",,,,,,
"3328","11","2020-8-16",,,"73","73",,,,,,"We cut clean and haul all debris.
1 tree (3 branches)
- 3 ft. Diameter x 60 ft. X 35canopy
- 2 ft. Diameter x 47 x 25canopy
- 2 ft. Diameter x 40 x 20 canopy

5hrs to cut and 1 hr to haul all debris with 5 guys"
"3344","1","2020-8-20",,"38","73","73",,,,,,"H.o asked to your handyman to do a patch on the flat roof before we tarp just for prevent water intrusion."
"3384","11","2020-8-14",,,"73","73",,,,,,"1 Tree (4 branches)
- 1 Branches w/ 34 inches diameter x 40ft. Long. 40ft. Canopy
- 1 branche w/ 24inchws diameter x 35ft. Long x 30ft. Canopy
- 1 branche w/ 24inchws diameter x 17ft.. Long x 20 ft.. Canopy
- 1 branche w/ 24inchws diameter x 20ft . Long x 25ft. Canopy"
"3326","1","2020-8-12",,"10","73","73",,,,,,
"3326","11","2020-8-12",,,"73","73",,,,,,"- Trunk 40 inches, 25 feat length.
- Branch 1#  24 inches diameter, 40 feat length and 20 feat canopy 
- branch 2# 24 inches diameter, 55 length and 20 feat canopy 
We cut clean and haul all debris."
"3334","1","2020-8-21",,"10","73","73",,,,,,
"3514","1","2020-8-20",,"19","73","73",,,,,,
"3334","11","2020-8-20",,,"73","73",,,,,,"1 tree fell over garage.
- tree 40 ft length, 24 inches diameter and 35 ft canopy. 
We cut left all debris in the backyard. We came back to haul all debris but h.o don’t allow us because he quanto to remove the trunk and stump, they spoke to adjuster to get approval for this and waiting answer."
"3521","1","2020-8-20",,"10","73","73",,,,,,"Leaks may be coming from a vent pipe or skylight"
"3495","1","2020-8-20",,"22","73","73",,,,,,
"3306","1","2020-8-19",,"54","73","73",,,,,,"We remove the tarp for an inspection and after that we install a new tarp."
"3519","1","2020-8-19",,"11","73","73",,,,,,"We need to cover the all shed to protect the content."
"3455","4","2020-8-14",,"12","73","73",,,,,,
"3473","1","2020-8-17",,"6","73","73",,,,,,
"3473","11","2020-8-16",,,"73","73",,,,,,"3x28 feet no canopy We cut, clean and haul all debris."
"3512","3","2020-8-20",,"5","73","73",,,,,,
"3487","7","2020-8-20",,,"73","73",,,,,,"Ladder assist completed"
"3526","3","2020-8-20",,"0","73","73",,,,,,
"3522","1","2020-8-20",,"8","73","73",,,,,,"Ridge caps blew off"
"3517","1","2020-8-20",,"25","73","73",,,,,,
"3528","1","2020-8-20",,"39","73","73",,,,,,
"3508","11","2020-8-19",,,"73","73",,,,,,"1 tree felt on the roof and fence:

— 1 Tree (7 branches)
- 2 branche w/ 3 ft. Diameter x 42 ft. Long x 45 ft. Canopy
- 5 branches w/ 2 ft. Diameter X 45 ft. Long x 45 ft. Canopy

— 9 helpers for 7 hours to cut 
— 4 helpers for 4 hours to clean it.
— skid loader used for 6 hours
— No hauled debris, city will may take it, or needs to charge $1200 to remove it.
— We damage 500 sq. Ft. Of Sod because we needed the machine in the back of the property to remove the tree, see if we can charge a line item to replace it.
— 10x10 tarp with 8 sandbags"
"3502","11","2020-8-18",,,"73","73",,,,,,"We got to this loss on 08/18 @11pm to start the tree removal, we worked for 03 hours (6 guys) to remove from the top of the house and front of the garage. We got 2 cars out and removed the big branches of the front of the house:

— 2 branches w/ 30 inches diameter x 30 ft. Long x 20 ft. Canopy.
__ 4 branches w/ 12 inches diameter x 45 ft. Long x 15 ft. Canopy.

__ Skidloader for 3 hours.
— 06 guys for 3 hours cutting.
— Bucket truck for 3 hours.
— No debris was removed, left in the yard."
"3412","11","2020-8-20",,,"73","73",,,,,,"- Estimate approved"
"3518","1","2020-8-20",,"24","73","73",,,,,,
"3527","4","2020-8-20",,"15","73","73",,,,,,
"3529","1","2020-8-20",,"17","73","73",,,,,,
"3524","1","2020-8-21",,"14","73","73",,,,,,
"3516","1","2020-8-21",,"13","73","73",,,,,,
"3405","11","2020-8-12",,,"73","73",,,,,,"1 Tree felt on the roof (7 BRANCHES):
--- 1 Branche w/ 4 ft. diameter x 65 ft. long x 45 ft. canopy. 
--- 6 Branche w/ 2 ft. diameter x 25 ft. long x 30 ft. canopy.
--- Hauled debris away
--- No tarp needed

-----Adjuster approved $5000"
"3486","1","2020-8-21",,"10","73","73",,,,,,"Tree felt over the roof, damage at the laminade sheet and wood facia.
Tree size. Tronc 2x45, no canopy. We did haul the debris.
Took us 3 hours with 3 guys."
"3490","1","2020-8-20",,"39","73","73",,,,,,"two holes on the roof, and a damaged area around left side. no damage inside the home yet because not rain after we remove the tree."
"3490","11","2020-8-20",,,"73","73",,,,,,"charge as estimated approved"
"3499","2","2020-8-21",,"0","73","73",,,,,,
"3530","1","2020-8-21",,"45","73","73",,,,,,
"3476","2","2020-8-21",,"0","73","73",,,,,,
"3531","3","2020-8-21",,"0","73","73",,,,,,
"3488","2","2020-8-21",,"4","73","73",,,,,,"The old tarp was cuted."
"3536","1","2020-8-21",,"24","73","73",,,,,,"No damage on the roof, we cant go inside because h.o not was at home. DKI sent to Alex by phone this message “ Insured stated that the roof is leaking over the garage on the front right of the home and the bedroom and bathroom on the front left of the home. She has not seen anything on the back side but may want to inspect area.” . I spoke with h.o by phone and confirme where we need install a tarp. DKI get the authorization. (By Felipe)"
"3532","1","2020-8-21",,"24","73","73",,,,,,
"3535","1","2020-8-21",,"12","73","73",,,,,,
"3520","1","2020-8-21",,"22","73","73",,,,,,
"3543","1","2020-8-22",,"15","73","73",,,,,,"There is a big softspot on the roof and the H.O informed that he got water geting inside the atic but no water markers yet"
"3543","1","2020-8-22",,"15","73","73",,,,,,"There is a big softspot on the roof and the H.O informed that he got water geting inside the atic but no water markers yet"
"3543","1","2020-8-22",,"15","73","73",,,,,,"There is a big softspot on the roof and the H.O informed that he got water geting inside the atic but no water markers yet"
"3546","1","2020-8-22",,"14","73","73",,,,,,
"3540","1","2020-8-22",,"19","73","73",,,,,,
"3533","1","2020-8-22",,"7","73","73",,,,,,
"3544","1","2020-8-22",,"18","73","73",,,,,,"We also removed 2 branches, 1   1x10 feet
2 5 inches x 6feet
We took out with us both of them
"
"3534","1","2020-8-22",,"12","73","73",,,,,,"No damage inside. H.o told us that somebody inspection the roof and tell you that some vents are leaking. He asked to us install a tarp over those vents."
"3539","1","2020-8-22",,"14","73","73",,,,,,
"3548","1","2020-8-22",,"29","73","73",,,,,,
"3547","1","2020-8-22",,"38","73","73",,,,,,
"3547","11","2020-8-22",,,"73","73",,,,,,"3 branch’s
Branch 1# 12 inches diameter, 40ft length and 25ft canopy.
- Branch’s 2# 12inches diameter , 30ft length and 20ft canopy.
- Branch 3# 12 inches diameter, 20 ft length and 20ft  canopy.

We cut, clean. And haul all debris"
"3550","8","2020-8-24",,,"73","73",,,,,,"We use 6 sheets of plywood and 3 2/4. 
2hrs with 6 workers"
"3552","1","2020-8-24",,"14","73","73",,,,,,
"3542","1","2020-8-24",,"58","73","73",,,,,,
"3553","1","2020-8-24",,"14","73","73",,,,,,"We find only one shingle damage and we cover around the leaking area"
"3555","3","2020-8-24",,"0","73","73",,,,,,
"3560","2","2020-8-25",,"0","73","73",,,,,,
"3562","1","2020-8-25",,"12","73","73",,,,,,
"3537","2","2020-8-25",,"0","73","73",,,,,,
"3564","3","2020-8-25",,"5","73","73",,,,,,
"3559","1","2020-8-25",,"15","73","73",,,,,,
"3563","3","2020-8-25",,"0","73","73",,,,,,
"3565","3","2020-8-25",,"3","73","73",,,,,,
"3569","1","2020-8-25",,"10","73","73",,,,,,"Tree felt on the roof"
"3567","1","2020-8-25",,"16","73","73",,,,,,"Leaking where the metal make a junction"
"3558","2","2020-8-26",,"0","73","73",,,,,,
"3450","11","2020-8-25",,,"73","73",,,,,,"4 branch’s 24 inches diameter 40 ft length and 15ft canopy each. Trunk 30 ft length and diameter 60 inches diameter no canopy. We cut, clean and haul all debris. We used wood chipper"
"3573","1","2020-8-26",,"12","73","73",,,,,,
"3554","1","2020-8-26",,"56","73","73",,,,,,
"3571","1","2020-8-26",,"30","73","73",,,,,,
"3557","2","2020-8-27",,"0","73","73",,,,,,"Done, recover with same r
Tarp"
"3572","11","2020-8-1",,,"73","73",,,,,,"1 tree  with 3 branch’s.
1 trunk 40ft length, diameter 36inches no canopy. - branch #1 45 ft length  18inches diameter and 25ft canopy.  - Branch #2 40ft length 18inches diameter and 20ft canopy. - branch#3 35 fr length 18inches diameter and 15 ft canopy.
————
Palm tree 30 inches diameter, 50 ft length 30ft canopy. 
We cut, clean and haul all debris. We use wood cheeper."
"3577","1","2020-8-27",,"33","73","73",,,,,,
"3572","1","2020-8-27",,"16","73","73",,,,,,"Tree fell on the roof"
"3581","1","2020-8-27",,"12","73","73",,,,,,"Done, no visible damage on the roof, because have other old tarp ( we cover the old smal tarp )"
"3566","1","2020-8-27",,"26","73","73",,,,,,"Done"
"3579","1","2020-8-27",,"61","73","73",,,,,,"Roof caught on fire."
"3586","1","2020-8-27",,"22","73","73",,,,,,
"3583","1","2020-8-27",,"40","73","73",,,,,,"Leaking on both sides of the house.(bedroon 1 and kitchen)one side closer the port (living room)"
"3578","1","2020-8-27",,"10","73","73",,,,,,"Done, two tarps with 11 x 6 , 10 bags of sand"
"3770","7","2020-8-28",,,"73","73",,,,,,"Ladder assist completed"
"3734","1","2020-8-28",,"19","73","73",,,,,,"Nobudy home i did cover the afected area"
"3608","1","2020-8-28",,"41","73","73",,,,,,"No interior damage"
"3671","1","2020-8-28",,"45","73","73",,,,,,
"3661","1","2020-8-28",,"21","73","73",,,,,,
"3580","7","2020-8-28",,,"73","73",,,,,,"Ledder assistent"
"3814","1","2020-8-28",,"8","73","73",,,,,,"No interior damage"
"3654","1","2020-8-28",,"21","73","73",,,,,,
"3683","7","2020-8-28",,,"73","73",,,,,,"Ledder assist"
"3808","1","2020-8-28",,"5","73","73",,,,,,"Hole on the garage no interior damage yet"
"3597","1","2020-8-28",,"26","73","73",,,,,,
"3589","1","2020-8-28",,"40","73","73",,,,,,
"3626","1","2020-8-29",,"14","73","73",,,,,,
"3621","3","2020-8-29",,"21","73","73",,,,,,
"3775","1","2020-8-29",,"17","73","73",,,,,,
"3809","1","2020-8-29",,"16","73","73",,,,,,
"3815","1","2020-8-29",,"6","73","73",,,,,,
"3604","1","2020-8-29",,"10","73","73",,,,,,
"3831","1","2020-8-29",,"16","73","73",,,,,,
"3820","1","2020-8-29",,"14","73","73",,,,,,
"3658","1","2020-8-29",,"0","73","73",,,,,,
"3704","1","2020-8-29",,"20","73","73",,,,,,
"3633","1","2020-8-29",,"30","73","73",,,,,,
"3833","1","2020-8-29",,"10","73","73",,,,,,
"3798","1","2020-8-29",,"1","73","73",,,,,,
"3672","1","2020-8-29",,"0","73","73",,,,,,
"3791","1","2020-8-29",,"4","73","73",,,,,,
"3800","1","2020-8-29",,"12","73","73",,,,,,
"3666","1","2020-8-29",,"3","73","73",,,,,,
"3813","1","2020-8-29",,"0","73","73",,,,,,
"3839","1","2020-8-29",,"27","73","73",,,,,,
"3781","1","2020-8-30",,"8","73","73",,,,,,"The wall fell off."
"3794","1","2020-8-29",,"14","73","73",,,,,,
"3674","1","2020-8-28",,"32","73","73",,,,,,
"3618","1","2020-8-30",,"0","73","73",,,,,,
"3753","1","2020-8-30",,"11","73","73",,,,,,
"3688","1","2020-8-30",,"8","73","73",,,,,,
"3819","1","2020-8-30",,"14","73","73",,,,,,
"3788","1","2020-8-30",,"14","73","73",,,,,,
"3727","1","2020-8-30",,"5","73","73",,,,,,
"3662","1","2020-8-30",,"0","73","73",,,,,,
"3729","1","2020-8-30",,"2","73","73",,,,,,"No pictures inside, nobody home. I epoke with h.o by phone and gus sent by mail authorizathion."
"3669","1","2020-8-30",,,"73","73",,,,,,
"3669","1","2020-8-30",,,"73","73",,,,,,
"3725","1","2020-8-30",,"6","73","73",,,,,,
"3590","1","2020-8-30",,"5","73","73",,,,,,"We cant see damage inside, no power and h.o told us that we need place a tarp over all missing shingles"
"3697","1","2020-8-30",,"0","73","73",,,,,,
"3614","1","2020-8-30",,,"73","73",,,,,,
"3675","1","2020-8-30",,"16","73","73",,,,,,
"3675","1","2020-8-30",,"16","73","73",,,,,,
"3746","1","2020-8-30",,"4","73","73",,,,,,
"3707","1","2020-8-30",,"5","73","73",,,,,,"H.o told us that already sent pictures for your adjuster and not allow us fo inside "
"3692","1","2020-8-30",,"23","73","73",,,,,,
"3619","1","2020-8-30",,"0","73","73",,,,,,
"3755","1","2020-8-30",,"5","73","73",,,,,,
"3632","1","2020-8-30",,"6","73","73",,,,,,
"3733","1","2020-8-30",,"36","73","73",,,,,,"3 side roof walls damage plus the shed"
"3733","1","2020-8-30",,"36","73","73",,,,,,"3 side roof walls damage plus the shed"
"3684","1","2020-8-30",,"0","73","73",,,,,,
"3706","1","2020-8-30",,"18","73","73",,,,,,"Wall and roof fell off."
"3610","1","2020-8-31",,"28","73","73",,,,,,"Missing shingles, exposed nails, raised nail. No authorization for inside pictures. Approved to do by owner and Guto."
"3642","1","2020-8-31",,"0","73","73",,,,,,
"3721","1","2020-8-31",,,"73","73",,,,,,
"3773","1","2020-8-31",,"6","73","73",,,,,,
