"id","billed_info"
"7228","03/23/20 Pd fee 259.45 - mg
03/08/2021 - 9.95 Assignment fee
249.55 Network Fee (by Rachel) 3/16 paid network fee"
"7297","03/08/2021 - Assignment fee 9.95
Network fee 63.36 (by Rachel)"
"7298","9.95 Assignment fee 03/08/21
55.48 Network fee 03/08/21"
"7314","waiting for alacrity to add add'l estimate all documents in the folder"
"7356","PER SARA W/SEDGWICK-ADD EMS FEE: $133.97"
"7361","approved to void..billed on other job"
"7383","ALACRITY/NEXXUS FEE: $28.25"
"7401","NEXXUS FEE: $9.95 + $179.52"
"7408","corrected price"
"7409","ALACRIYT NEXXUS FEE: $24.29"
"7412","revised as the diameter measurement was wrong..under 24"""
"7414","sedgwick fee 38.45"
"7417","sedgwick fee 160.89 5/10/2021"
"7420","sedgwick fee 402.73 5/10/2021"
"7432","sedgwick fee 101.38 5/10/2021"
"7451","Alacrity Fee $94.10=NEEDS TO BE ADJUSTED PER SETTLEMENT PRICE
FINAL SETTLEMENT W/ROBIN - $800.00 PER PRICELIST PRICING"
"7458","PER REJECTION FROM MIKE COLEMAN..REVISED BILLING TO 99CENTS ETC.."
"7459","Alacrity Fee $33.00=NEEDS TO BE ADJUSTED PER SETTLEMENT AMOUNT..RECD CREDIT FOR FEE"
"7483","NEXXUS FEE: $9.95 + $184.62"
"7492","Alacrity Fee 	$193.55=NEEDS TO BE ADJUSTED PER NEW SETTLEMENT PRICE=RECD CREDIT FOR FEE
FINAL SETTLEMENT W/ROBIN - $2000.00 PER PRICELIST PRICING"
"7493","ALACNET FEES ($9.95 INCLUDED) $18.61 + $32.90 = $51.51"
"7499","NEXXUS FEE: $9.95 + $77.93"
"7514","per zeeka..can't charge for service call"
"7520","ALACRITY NEXXUS FEE: $232.17"
"7530","approved to reduce less 300 sqft"
"7550","ALACRITY NEXXUS FEE: $44.00"
"7560","ALACRITY NEXXUS FEE: $73.97"
"7584","ALACRITY/NEXXUS FEE: $39.98"
"7585","REQUESTING REFUND FROM ALACRITY FOR OVERCHARGE ON PAID FEES OF $163.40 SB $12.05  CREDIT OF $43.35"
"7603","Alacrity Fee $44.00 SETTLEMENT AGREEMENT: $400.00 FEE RECD CREDIT ON FEE"
"7604","NEXXUS FEE: $9.95 + $142.56"
"7614","NEXXUS FEE: $101.23"
"7617","NEXXUS FEE: $9.95 + $43.12"
"7646","NEXXUS FEE: $9.95+$194.04"
"7664","NEXXUS FEE: $9.95 + $291.60"
"7667","They did not approved the haul debris charge of $143.18"
"7671","NEXXUS FEE: $9.95 + $106.84"
"7714","supplemental - added 1 tarp..kept all billing on same invoice.. (job was completed same day-both tarps)"
"7721","per taylor only use TARPSA no service call
NEXXUS FEE: $9.95 + $192.41"
"7724","JUST NOW SUBMITTED INVOICE FOR TARP INSPECTION W/PHOTOS -ADDED NOT TO PREFERRED REGARDING THIS....
PREVIOUS AMOUNT BILLED FOR TARP INSPECTION-INCORRECT-NOT UPLOADED TO XACT NO  INVOICE # FOR INSPECTION..INSPECTION WAS NEVER BILLED....NOTHING BILLED IN XACT FOR TARP INSPECTION"
"7776","11/01 - Paid 19.95 alacrity fee via cc

Alacrity Fee $19.95"
"7777","REVISED PER PAYMENT PROCESSED"
"7780","NEXXUS FEE: $9.95+$166.66"
"7790","DENIED CLAIM..EMAILED ROB CANTY FOR PAYMENT.."
"7796","Tarp was not placed on 2nd story of roof..."
"7797","tree removal #7383 $17,701.16
tarp #7384 $2580.00"
"7814","Re-Tarp New tarp used, pitch 14/12"
"7830","2 SEPARATE ASSIGNEMENTS IN ALACRITY
TREE INV #7405 $1785.61  BILLED 6/14/2021
TARP INV # 7606 $2486.48 BILLED 06/14/21"
"7831","2-SEPARATE INVOICES  
TREE INV #7401 $721.98
TARP INV #7404 $1932.00"
"7893","ALACNET FEE: $49.50"
"7900","Alacrity Fee $33.00 (02/04/22)"
"7909","TREE INV #7475 $2049.27"
"7911","Revised Invoice including 5.5% discount"
"7919","Alacrity Fee $135.52"
"7944","Some material was on site already- reused sandbags- revised invoice."
"7954","ALACNET FEE: $9.95 + $48.38 = $58.33"
"7967","SECC RQSTD 2 INVOICES SPLIT BETWEEN JOBS"
"7969","sent revised invoice to JTR on 06/28"
"8000","INSURED ADVSD SHE'S SENDING PAYMENT TODAY
ALACNET FEE: $9.95 + $16.13"
"8006","SEDGWICK FEE: $134.99"
"8013","Revised Invoice"
"8038","ALACNET FEE: $76.94+$9.95=$86.89"
"8050","Billed Burton Claim Service not Servpro"
"8064","SEDGWICK FEE: $138.48"
"8092","ALACNET FEE: $77.31 + $9.95 = $87.26"
"8100","Added 4% cc fee = $24.00"
"8104","PER GUS VOID OUT THIS INVOICE AS ALL 4 JOBS FOR THIS INSURED SHOULD HAVE TOTALED $6235.00"
"8122","Alacrity Fee $135.52"
"8135","Per preferred meeting no job is $275.00"
"8138","QB Invoice voided, approved by Michelle"
"8170","Alacrity Fee $90.68"
"8186","Alacrity Fee $16.50"
"8192","ALACNET FEE: $9.95 + $158.28 = $168.23"
"8216","Revised invoice and estimate uploaded per adjuster recommendation.

SEDG FEES"" $232.7  SEDG FEE INV: $BI-145804"
"8230","ALACNET TREE REMOVAL FEE: $9.95 + $108.47 = $118.42
ALACNET TARP FEE: $9.95 + $231.06 = $241.01"
"8243","ALACNET FEE: $9.95 + $72.24 = $82.19
PAID $1035 WHICH INCLUDED OUR CREDIT CARD FEES"
"8245","no service call non-cat events recd email..."
"8257","ALACNET FEE: $33.00"
"8299","Changed invoice to $3700.00 per approved settlement"
"8310","ADDED $250 LIEN FEE"
"8316","There is no claim to pay out against.  Tower Hill needs a claim submitted in order to pay something. Customer never set up a claim."
"8318","agreed to reduce fees accomodate the new price.."
"8329","We have been advised that this claim was denied, and we received a PAS amount of $1500.00. 

Below is our request for a settlement payment. 
The original estimate of $3965.50(Inv 7822) for the roof tarp & original estimate of $900.00 for the inspection (Inv 7947) estimate were denied. 
Roof Tarp Inv #7822
Roof tarp 1925 sq ft x $.99 = $1905.75
Sandbags 40 x $7.50 = $300.00
Anchoring Support $212.00

Revised Total Invoice using new pricelist: $2417.5
PAS received $1500.00 (less total received)
New Settlement Total: $917.75"
"8393","SED FEES: $43.33  SEDG INV BI-144563"
"8412","ALACNET FEE: $9.95 + $245.31 = $255.26"
"8413","SETTLEMENT PER PRICELIST"
"8484","NEXXUS FEE: $9.95 + $61.82=$71.77"
"8496","NEXXUS FEE: $69.25 + $9.95= $79.20"
"8506","PER NEW EMAIL FROM STEPHANIE..RECD CREDIT FOR OVERCHARGE ON FEES..."
"8507","Alacrity Fee $118.72"
"8526","PAID ALACRITY 45.59 11/1 VIA CREDIT CARD
RECD REJECTION AS TO ONLY CHARGE FOR DAMAGED AREAS...NEXXUS REDUCED OUR INVOICE TO $648.00
NEXXUS FEE: $35.64+$9.95=$45.59"
"8527","Paid Alacrity 11/1 - 75.95
REJECTION ONLY CAN CHARGE FOR DAMAGED AREAS/AAA PRICE LIST...REDUCED INVOICE 
NEXXUS FEE: $66.00+ $9.95=$75.95"
"8551","approved price list..."
"8556","FINAL SETTLEMENT W/ROBIN $450.00"
"8566","FINAL SETTLEMENT W/ROBIN $1824.49  ------------


Alacrity Fee $ 9.95+ $129.35 = $139.30"
"8567","Alacrity Fee $9.95 + $199.32 = $209.27"
"8587","SETTLEMENT
OVERCHARGE ON FEES..EMAILED STEPHANIE FOR CREDIT.."
"8633","agreed to reduce fees accomodate the new price.."
"8649","EMAILED STEPHANIE FOR CREDIT OF FEES.."
"8674","NEXXUS FEE: $44.25+$9.95=$54.20"
"8685","Alacrity Fee $157.76"
"8689","11/01 - Paid nexxus fee via cc
DUE TO REJECTION HAD TO REDUCE THE SIZE OF TARP TO 200 SQFT/HEIGHT SIZE/STEEP SIZE..
NEXXUS FEE: $32.87+$9.95=$42.82"
"8713","Alacrity Fee $33.00"
"8717","FINAL SETTLEMENT W/ROBIN $1500.00 + ADD'L $700.00"
"8744","settlement agreement to reduce to $3000.00"
"8756","11/01 - paid nexxus fee
REVISED PER REJECTION
NEXXUS FEE: $63.51+$9.95=$73.46"
"8760","denied no coverage..reduced to pricelist..emailed & mailed out letter to the insured. 
Submitted to Edison 01/21"
"8764","REMOVED SERVICE CALL AS COURTESY WE WERE JUST OUT THERE & SHOULD HAVE TARPPED OVER THE KITCHEN AS WELL AS THERE WAS DRYING EQUIP ONSITE...PER SCOTT W/LIGHTINGIN"
"8786","Nexxus fee $9.95+$82.19=$92.14
11/01 Paid nexxus fee 92.14 via cc"
"8810","FINAL SETTLEMENT W/ROBIN $450.00http://system.callkruger.com/assignment/show/8810/finance/paidedit
RECD ADD'L CREDIT FROM ALACRITY FOR OVERCHARGE ON  FEE BEFORE SETTLEMENT"
"8826","8227 Tree $3799.71
8240 Tarp $917.88
Request to split invoice in 2 assignments
TARP FEE: $73.43"
"8828","Alacrity Fee $291.82"
"8842","FINAL SETTLEMENT W/ROBIN $300.00"
"8843","Nexxus Fee; $9.95+$130.53= $140.48"
"8851","11/01 - Paid nexxus fee 23.70

Nexxus Fees: $9.95+$13.75= $23.70"
"8867","For Inv #8253, you are correct-I have corrected the invoice to reflect the remaining balance of $1335.00. 
As a professional courtesy, we will accept $668.00 for the remaining balance to Inv #8253."
"8936","NEGOTIATED PRICE W/ADJUSTER.."
"8940","Nexxus Fees: $9.95+$153.57= $163.52"
"8945","$185.88 fee"
"8947","Nexxus Fees: $9.95+$326.79=$336.74"
"8952","The original amount was 1116.66- had to reduce
Sedgwick fees 52..31"
"8953","Nexxus Fees: $9.95+$62.61= $72.56"
"8955","fee 19.50"
"8956","Nexxus Fees: $9.95+$129.90=$139.85"
"8957","Revised invoice uploaded showing $250.00 service call CAT Event."
"8958","279.12 fee"
"8974","Nexxus Fees: $9.95+$52.91=$62.86"
"8992","Nexxus Fees: $9.95+$114.75=$124.70"
"8996","Nexxus Fees: $9.95+$93.90=$103.85"
"9029","Alacrity Fees: $9.95+$34.65=$44.60"
"9038","Nexxus Fees: $9.95+$179.74= $189.69"
"9053","305.60 fee"
"9055","Revised invoice uploaded showing $250.00 service call CAT Event."
"9067","350.60 fee"
"9069","Alacrity Fee $9.95 + $166.89 =$176.84"
"9073","$356.52 fee"
"9076","Revised invoice uploaded showing $250.00 service call CAT Event."
"9078","MAUAULLY ADJUSTED INVOICE..CHARGED TAX 22.80 BY ACCIDENT IN XACTIMATE - RECD CK#0204040 $1056.99 FROM UPC"
"9084","208.23 fee"
"9089","Revised invoice uploaded showing $250.00 service call CAT Event.
Fee on 1138.00 is 91.08 
Have yet to received invoice on 59.55"
"9092","Revised invoice uploaded showing $250.00 service call CAT Event.
FEE for $4287.39- is 343.00 - 
added $250.00 we were not charged for yet - will be 20.00"
"9101","NEXXUS BILLED FEE: $105.69"
"9106","single story not 2 story.."
"9107","297.89 fee"
"9108","398.48 FEE Revised invoice uploaded showing $250.00 service call CAT Event."
"9114","Revised invoice uploaded showing $250.00 service call CAT Event."
"9116","Nexxus Fees: $9.95+$51.98=$61.93"
"9137","Revised invoice uploaded showing $250.00 service call CAT Event."
"9153","Revised invoice uploaded showing $250.00 service call CAT Event."
"9160","received revised invoice 504.84 - sedgwick fee
806.62 fee
Need to contact sedgwick about reducing from fee from a 10 thousand $ invoice to 6310.55"
"9164","Revised invoice uploaded showing $250.00 service call CAT Event."
"9169","Revised invoice uploaded showing $250.00 service call CAT Event.

Sedgwick fee for 190.45 is $19.05"
"9173","$166.92 fee"
"9175","Revised invoice uploaded showing $250.00 service call CAT Event."
"9182","207.86 fee"
"9188","167.46 FEE Revised invoice uploaded showing $250.00 service call CAT Event."
"9192","81.93 fee"
"9194","356.88 FEE

Revised invoice uploaded showing $250.00 service call CAT Event."
"9204","Alacrity Fee $9.95 + $94.03 = $103.98"
"9205","341.06 fee

Revised invoice uploaded showing $250.00 service call CAT Event."
"9206","617.42 fee"
"9210","Revised invoice uploaded showing $250.00 service call CAT Event."
"9213","33.03 fee"
"9214","Revised invoice uploaded showing $250.00 service call CAT Event."
"9215","**250.05 FEE* Revised invoice uploaded showing $250.00 service call CAT Event."
"9217","Revised invoice uploaded showing $250.00 service call CAT Event."
"9218","236.15 FEE Revised invoice uploaded showing $250.00 service call CAT Event."
"9225","346.40 FEE Revised invoice uploaded showing $250.00 service call CAT Event."
"9226","rejection due to amount of sqft of tarp that was charged, carrier rejected as they requested charge base on the damaged only, missed rejection deadline..ok per nadal to reduce invoice.."
"9229","*** 414.40 FEE**



Revised invoice uploaded showing $250.00 service call CAT Event."
"9230","$98.24 fee"
"9242","$34.73 fee"
"9247","286.73 fee"
"9251","Revised invoice uploaded showing $250.00 service call CAT Event."
"9254","209.44 fee"
"9256","$406.24 fee"
"9258","278.09 fee"
"9259","125.14 fee"
"9268","**88.00 fee**
Revised invoice uploaded showing $250.00 service call CAT Event"
"9277","Alacrity Fee $9.95 + $30.14 = $40.09"
"9281","470.54 fee"
"9291","16.64 fee"
"9292","$307.42 fee"
"9293","$89.76 fee"
"9316","Alacrity Fee $9.95 + $38.24 = $48.19"
"9339","97.15 fee"
"9341","211.62 fee"
"9353","**226.72 fee** 
Revised invoice uploaded showing $250.00 service call CAT Event."
"9355","Revised invoice uploaded showing $250.00 service call CAT Event. 369.90 FEE"
"9372","451.84 fee"
"9376","$237.60 fee"
"9393","**335.52 fee**
Revised invoice uploaded showing $250.00 service call CAT Event.-RECD PYMNT W/ORIGINAL SEV CALL..$4151.99"
"9397","527.81 fee"
"9403","391.15 fee"
"9404","Revised invoice uploaded showing $250.00 service call CAT Event."
"9417","430.85 fee"
"9418","215.42 fee"
"10113","324.91 FEE Revised invoice uploaded showing $250.00 service call CAT Event."
"10146","**122.91 fee**
Revised invoice uploaded showing $250.00 service call CAT Event."
"10157","$224.00 fee"
"10161","**156.00 fee**
Revised invoice uploaded showing $250.00 service call CAT Event."
"10163","Alacrity Network Fee:  $9.95 + $242.38 = $252.33"
"10166","$ 287.96 fee"
"10196","Revised invoice uploaded showing $250.00 service call CAT Event."
"10198","Revised invoice uploaded showing $250.00 service call CAT Event."
"10258","319.74 FEE Revised invoice uploaded showing $250.00 service call CAT Event."
"10420","CAT MOB FEE NOT APPROVED $207.99"
"10565","Alacrity Fees: $9.95+$213.68=$223.63
reduced invoice due to rejection..corrected to 3855.00"
"10575","202.02 fee"
"10645","147.16 fee"
"11184","**264.80 fee**
Revised invoice uploaded showing $250.00 service call CAT Event."
"11191","Revised invoice uploaded showing $250.00 service call CAT Event."
"11541","Alacrity Fees:$0.06+$113.54=$113.60
Alacrity Assignment Fee $9.95 (02/04/22)"
"11548","Revised invoice uploaded showing $250.00 service call CAT Event."
"11562","Revised invoice uploaded showing $250.00 service call CAT Event."
"11669","Revised invoice uploaded showing $250.00 service call CAT Event."
"11680","117.92 fee"
"11792","ADDED $500.00 LIEN FEE (LA)"
"11867","Revised invoice uploaded showing $250.00 service call CAT Event."
"12129","Revised invoice uploaded showing $250.00 service call CAT Event."
"12139","286.36 fee"
"12163","Revised invoice uploaded showing $250.00 service call CAT Event."
"12318","Revised invoice uploaded showing $250.00 service call CAT Event."
"12345","Revised invoice uploaded showing $250.00 service call CAT Event."
"12362","Revised invoice uploaded showing $250.00 service call CAT Event."
"14419","**93.44 fee**
Revised invoice uploaded showing $250.00 service call CAT Event."
"14546","Revised invoice uploaded showing $250.00 service call CAT Event."
"14561","recd call from carla dunn w/upc insurance requesting to negotiate invoice...she spoke to michelle & agreed to $13k...revised/emailed to carla: cdunn@upcinsurance.com"
"14609","**346.40 fee**
Revised invoice uploaded showing $250.00 service call CAT Event."
"14847","Alacrity Fees: $9.95+$47.81=$57.76"
"14861","Customer called advising that Citizens never received the billing packet. sent 12/02."
"14880","Revised invoice uploaded showing $250.00 service call CAT Event."
"15099","131.86 fee"
"15236","$32.01 fee"
"15372","Alacrity Network Fee:$128.31
Alacrity Assignment Fee $9.95 (02/04/22)"
"15582","Alacrity Fee $9.95 + $140.47 = $150.42"
"15627","**215.84 fee**
Revised invoice uploaded showing $250.00 service call CAT Event."
"15641","settlement"
"15754","$25.00 fee** 
Revised invoice uploaded showing $250.00 service call CAT Event."
"15819","Alacrity Fee $9.95 + $276.98  = $286.93"
"15860","101.60 fee"
"15886","Revised invoice uploaded showing $250.00 service call CAT Event."
"16092","Alacrity Fee $9.95 + $299.86"
"17289","44.59 fee"
"20770","SETTLEMENT AGREEMENT TO $600.00"
"27459","Received rate difference from previous invoice #8476. Rate was $1.70 and new Rate $2.25"
"27473","$284.84 fee"
"27474","$344.08 fee"
"27476","$219.88 fee"
"27489","$140.03 fee"
"27600","$314.16 fee"
"27614","SETTLEMENT AGREEMENT BASED ON PRICE LIST.."
"27646","$169.60 fee"
"27647","$60.80 fee"
"27651","$25.00 fee"
"27655","$449.31 fee"
"27693","$183.20 fee"
"27694","65.84"
"27696","$141.34 fee"
"27714","$305.60 fee"
"27740","$83.42 fee"
"27752","$38.18 fee"
"27755","$156.27 fee"
"27818","ORIGINAL INV WAS DELETED FROM QB BUT SUBMITTED TO UPC/XACT..ADDED NEW INVOICE.."
"27834","372.10"
"27862","249.38"
"27878","Invoice was revised from $5728.75 to $2128.75 however Xactimate was not able to updated. PRN paid the previous amount."
"27884","per greg w/preferred can only charge $500 for debris..i asked if it can adjusted in another line item as we have a receipt..no response"
"27924","**RECD PAYMENT  LESS 967.46 DUE TO PARTIAL TREE REMOVAL DISCREPENCY NOT ENOUGH TIME TO COLLECT FROM INSURED..ADJSTD INVOICE**"
"27980","$251.20"
"27982","$333.35"
"27985","$340.64"
"27986","$314.69"
"27987","$145.80"
"27988","$154.78"
"27991","$156.00"
"27993","$99.50"
"27994","$112.26"
"27995","237.60"
"28002","101.60"
"28014","UPDATED SVC CALL TO FLAT FEE: $250.00 & SQ/FT TARP $2.25"
"28026","$83.78 fee"
"28110","20.00 fee"
"28122","$21.45 fee"
"28131","Invoice updated with $2.25 rate"
"28188","Difference in Service call line item from August to September and difference in line item price for TARPS, affecting Inv 8314 & 9614

Alacrity Fee: $101.64 + $23.58"
"28189","Approved to reduce it to $2000.00"
"28195","per rejection advised to remove RFG HIGH and use TMP LAB 2X2 WHICH CAME TO MORE THAN THE RFG HIGH....
ALLSTATE DID NOT ACCEPT THE TMP LAB..MUST USE TMP LABL"
"28216","Alacrity Fee: $9.95 + $151.69"
"28218","Alacrity Fee: $9.95 + $67.54 + $64.22"
"28236","Alacrity Fee $9.95 + $231.80"
"28265","Alacrity Fee $9.95 + $142.83"
"28305","Alacrity Fee $20.57"
"28319","Alacrity Fee $37.40"
"28320","Alacrity Fee $56.10"
"28341","Alacrity Fee $9.95 + $209.19"
"28348","Alacrity Fee: $9.95 + $332.60"
"28351","sent email to sedgwick to reduce invoice from 933.42 to 897.60 and  change fees."
"28363","Original Invoice $3499.00, error in Xactimate line Item - Preferred paid Xactimate amount $6460.00 minus Fee."
"28375","PRN paid original invoice $3400.00"
"28407","Alacrity Fees Tree Removal: $9.95+$92.90=$102.85"
"28470","XACTIMATE PRICING"
"28510","XACTIMATE PRICING"
"28512","RECD PAYMENT DIRECTLY FROM MAISON CK#237778 NEVER APPLIED IN THE SYSTEM..DEPOSITED ON 11/9/2021"
"28547","SEDWICK FEE $356.72 ( INVOICE #SRS INV 0006164)"
"28620","NOT A 2 STORY-LIGHTHOUSE PAID 1ST INVOICE REFLECTING THE 2 STORY CHARGE OF 24 X 19.60=$47.04"
"28670","Alacrity Fee $92.14"
"28692","FINAL SETTLEMENT W/ROBIN - PRICE LIST PRICING: $1500.00+$850.00=$2350.00"
"28701","Alacrity Fee $9.95 + $168.05 = 178.00"
"28702","Alacrity Fees: $9.95+$151.69=$161.64"
"28724","Alacrity Fees: $9.95+$114.97=$124.92
REDUCED.."
"28738","Changed from 1800 Water Damage to Liberty Mutual"
"28765","Alacrity Fees: $9.95+$41.76=$51.71"
"28767","Alacrity Network Fee: $33.00"
"28817","Alacrity fee $211.96"
"28851","REVISED PER CODE BLUE QA"
"28875","PREVIOUS INV#9840 WAS DELETED IN ERROR.."
"28924","xactimate pricing"
"28926","comparative Estimate only"
"28979","SETTLEMENT OF $650.00 ONLY RECD $396.05 NO FEE
RECD ADD'L CREDIT IN FEES FOR $396.05"
"28984","alacrity fee: 93.32
REVISED TO ACM FOR APPROVAL OF PAYMENT $2K...RECD NOTIFICATION NO FUNDS AVAILABLE..HO OWES
MICHELLED SPOKE TO THE ADJUSTER ROBERT & APPROVED FINAL REDUCTION OF $1K"
"28991","Sedgwick fees 265.98"
"29016","sedgwick fee 47.69"
"29039","sedgwick fee 84.11"
"29076","Alacrity Fee: $78.54"
"29099","Revised Invoice per Velocity."
"29139","10060 original sent to preferred was reused with a different customer by mistake. Created 10421 to be able to received pymt"
"29145","Alacrity Fee: $411.90 + $9.95"
"29160","Alacrity Fees:$19.25"
"29170","Alacrity Fees: $9.95+$104.36=$114.31"
"29193","reduced as denied claim payment plan 3 payments PFI due by 2/1"
"29223","Alacrity Fee: $80.38 + $9.95"
"29264","Alacrity Fees: $9.95+$18.52=$28.47"
"29275","PER GUS VOID OUT INVOICE..EMAILED TO GUS/JEREMY & MICHELLE"
"29295","Rejection received to remove high, updated Xact and Alacnet.
Alacrity Fees: $9.95+$32.95= $42.90"
"29408","Alacrity Fees: $9.95+$55.88=$65.83"
"29411","Revised Invoice  --------- Alacrity Fee $9.95 + $132.14 = 142.09"
"29413","We were requested to revised our estimate (CAT event IDA) prices. 
Mobilization fee of 250.00.
Tarp charge to 2.25.
PER EMAIL FROM MICHELLE..DON'T REVISE.."
"29415","Alacrity Fees: $9.95+$44.18=$54.13"
"29416","Alacrity Fees: $9.95+$13.94=$23.89"
"29448","Alacrity Fee $33.00"
"29457","due to rejection...reduced to 6 x 20 per nadal.
Alacrity Fees: $9.95+$23.72=$33.67"
"29547","Alacrity Fees; $9.95+$21.18=$31.13"
"29573","No Fees deducted"
"29580","NEXXUS BILLED FEE: $9.95+$23.26=$33.21"
"29613","Originally billed $6035.01 we gave a discount due to the amount of tarps. PRN paid the whole amount $9612.00"
"29655","NEXXUS BILLED FEE: $9.95+$89.51=$99.46"
"29661","RECD EMAIL FROM SARA W/SEDWICK TO SEND TO PAYMENTSERVICES@SEDGWICKREPAIR.COM..RECD EMAIL FROM AMANDA(amanda.gordon@sedgwickrepair.com) W/SEDGWICK ADVISING: The payment goes with the tarping assignment.  There is an estimate in file for $5,649.00.  We only received $900 so your mgmt. fee was deducted and you were paid the difference.  This Carrier is not supposed to pay SRS at all, so we wouldn’t invoice for the remaining amount assuming it was paid out elsewhere."
"29665","NO FEES LISTED"
"29749","NO FEES LISTED.."
"29759","$1,600 approved by Michelle"
"29761","Sedgwick Fee $197.00"
"29769","Sedgwick Fee $177.89"
"29801","Revised Invoice
ALACNET FEES: $104.99"
"29804","SEDGWICK BILLED FEE: $257.29   BI-187294"
"29809","SEDGWICK BILLED FEES: $144.82  BI-187301"
"29810","Sedgwick Fee $21.68"
"29813","DENIED CLAIM ONLY APPROVED TO RECD FUNDS $1500 LESS FEE"
"29859","The tarp was still leaking we went back to the property at the same day and fixed the tarp."
"29884","Voided since we were there 2 days prior, per Cynthia"
"29889","Tarp Invoice 10688 - $1,148.25 
Tree Removal 10689 - $718.21"
"29895","DKI CK#2810"
"29900","HAVE NOT RECD SEDGWICK INV FEE..."
"29901","Billed $1040.00 charged 4% CC Fee"
"29902","RECD CK #55214176 FOR THE ORIGINAL INV AMOUNT OF $4002.08"
"29903","Per Cynthia no charge for this repair."
"29918","NEXXUS BILLED FEE: $9.95+$62.38=$72.33
COURTESY DISCOUNT DUE TO INSURED NOT BEING ABLE TO FUND THE RB"
"29952","SECC paid $2079.00, added $0.25 to balance it out (Ana)"
"29953","PRN ACH"
"29955","SEDGWICK BILLED FEES: $306.66  BI-194419"
"29956","SEDGWICK BILLED FEES: $180.78  BI-193202"
"29970","NO FEE YET AS WE RECD PAYMENT DIRECTLY FROM CENTAURI CK#0010008207"
"29979","SEDGWICK BILLED FEES: $207.22  BI-193085"
"29982","NEXXUS FEE: $9.95+$52.47=$62.42"
"29992","SEDGWICK FEE INV #BI-1974779   FEE: $109.75"
"29996","NEXXUS BILLED FEE: $9.95+$11.82=$21.77"
"29997","SEDGWICK BILLED FEES: $236.79  BI-193876"
"30004","SEDGWICK BILLED FEES: $165.59  BI-193872"
"30011","APPROVED TO REDUCE TO 25 X 41 PER NADAL AS WE RECEIVED A REJECTION.."
"30012","Frontline CK#319564"
"30014","SEDGWICK BILLED FEES: $96.34  BI-200318"
"30016","SEDGWICK BILLED FEES: $336.47  BI-194188"
"30020","NEXXUS BILLED FEE: $9.95+$17.60=$27.55"
"30021","NEXXUS BILLED FEE: $9.95+$62.30=$72.25"
"30027","PRN requested to remove service call. Added Fuel Charge."
"30030","ORIGINALLY INVOICE FOR $250 IN ERROR..CHANGED ALL DOCS UPLOADED W/NOTE REFLECTING $175.00 ....THEY PAID THE $250.00/"
"30031","Nexxus Fees: $9.95+$22.23=$32.18"
"30032","Job 30037 (Repair) we did a board up with 1/2 sheet of plywood. 
Was billed at the same invoice 10791
SEDGWICK FEE INV #BI-1974779   FEE: $90.89"
"30044","Rejected : No fuel charge - Change service call from during hrs to after hrs.
NEXXUS FEE-BILLED: $9.95+$95.63=$105.58"
"30047","NEXXUS BILLED FEE: $43.86"
"30049","PRN requested to remove service call."
"30050","NO FUEL SURCHARGE ALLOWED PER SEDGWICK"
"30065","PRN requested to remove Service Call."
"30066","SEDGWICK BILLED FEES: $161.88  BI-196070"
"30068","Removed Fuel Surcharge from the invoice."
"30078","Nexxus Fees: $9.95+$103.00=$112.95"
"30084","Requested to remove fuel surcharge fee."
"30085","Nexxus Fees: $9.95+$113.05=$123.00"
"30087","Requested to include Emergency Service Call. Revised Estimate/Invoice.
Nexxus Fees: $9.95+$135.05=$145.00"
"30089","Revised Invoice: Removed Fuel Surcharge."
"30091","Neumann CK# 2096"
"30113","Nexxus Fees: $9.95+$70.76=$80.71"
"30125","Nexxus Fees: $43.45"
"30127","Nexxus Fees: $9.95+$14.84=$24.79"
"30133","reduced sq ft to 325 sq ft per nadal/michelle"
"30164","Revised Inv and Estimate - removed fuel surcharge."
"30170","SEDGWICK BILLED FEES: $38.92  BI-199745.
Revised invoice to match estimate from Symbility."
"30180","RECD REJECTION FROM VELOCITY NOT ALLOWING PRICE LIST..MUST USE TARPS
Revised Invoice: ""FEE FLSRCHG needs to be removed. Xactimate has made adjustment to all line items to the April pricelist to offset increasing fuel prices. FEE FLSRCHG is a overlapping cost""
Invoice changed back to pricelist no Fuel Charge"
"30181","As requested the invoice and estimate were revised.  
""RFG MISC, this is causing a price devotion. Change TMP TARPS to remove and replace. """
"30196","Nexxus Fees: $9.95+$124.74=$134.69"
"30201","SEDGWICK BILLED FEES: $34.54  BI-197581"
"30228","SEDGWICK BILLED FEES: $167.20  BI-197849"
"30249","SEDGWICK BILLED FEES: $321.04  BI-199212"
"30256","SEDGWICK BILLED FEES; $56.86  BI-198928"
"30258","Removed FUEL SURCHARGE
SEDGWICK BILLED FEES: $232.32   BI-200300"
"30259","SEDGWICK BILLED FEES: $14.89  BI-198914"
"30261","SEDGWICK BILLED FEES: $16.33  BI-199785"
"30265","SEDGWICK BILLED FEES: $58.08  BI-199896"
"30280","SEDGWICK BILLED FEES: $354.58  BI-204543"
"30281","SEDGWICK BILLED FEES: $85.88  BI-205495"
"30286","SEDGWICK BILLED FEES: $40.66  BI-199787"
"30290","SEDGWICK BILLED FEES: $150.67  BI-200203"
"30296","Received a rejection  (4/21/2022) to add service call and remove line item TMP TARPS.
Fees: $9.95+$22.19=$32.14
Alacrity added a 64sq ft tarps to the invoice."
"30330","SEDGWICK BILLED FEES: $50.32  BI-206279"
