"id","referral_type_id","company_entity","company_fictitions","street","city","state","zipcode","main_contact","email","created_at","updated_at"
"219","9","Burton Claim Service","Burton Claim Service","3333 W Commerical Blvd., Suite 210","Fort Lauderdale","FL","33309",,,"2020-10-29 13:57:37","2020-12-4 10:42:25"
"220","1","Express Emergency Services","Express Emergency Services","6328 Squirewood Way","Lake Worth","FL","33467","(561) 445-5912",,"2020-11-11 16:56:59","2020-12-4 10:50:51"
"221","1","Paul Davis Restoration of Tampa","Paul Davis Restoration of Tampa","1611 Allison Woods Lane","Tampa","FL","33619","Tony Collins","tony@@pdrtampa.com","2020-11-17 09:51:25","2020-12-4 11:04:04"
"222","1","Paul Davis - Port St. Lucie","Paul Davis - Port St. Lucie","1950 SW Biltmore Street","Port St. Lucie","FL","34984",,"Jamie.zavala@pauldavis.com","2020-11-17 09:58:45","2020-12-4 11:01:53"
"223","1","Servpro of Central Brevard","Servpro of Central Brevard","2193 W King Street, Suite C","Cocoa","FL","32926",,,"2020-12-23 13:28:09","2020-12-23 13:28:09"
"224","4","Provencher & Company","Provencher & Company","1000 CM Fagan Drive Suite F","Hammond","LA","70403",,"PTardi@provencherclaims.com","2021-3-24 15:45:00","2021-3-24 15:45:00"
"225","7","Florida Professional Law Group","Florida Professional Law Group","4600 Sheridan Street, Suite 303","Hollywood","FL","33021",,,"2021-3-31 10:45:13","2021-3-31 10:45:13"
"226","1","Rytech - Treasure Coast","Rytech - Treasure Coast","418 NW Lake Whitney Place","Port St. Luice","FL","34986","David Maclnnes","teamtreasure@rytechinc.com","2021-4-1 13:22:09","2021-4-1 13:22:09"
"227","3","Mortenson Roofing Company","Mortenson Roofing","9505 Corsair Rd","Franfort","IL","60423",,"tileroofs@gmail.com","2021-4-15 13:55:12","2021-4-15 13:55:12"
"228","5","Miami Management","Miami Management","1145 Sawgrass Corp. Parkway","Sunrise","FL","33323",,,"2021-4-20 08:27:25","2021-4-20 08:27:25"
"229","11","Peak Public Adjusters","Peak Public Adjusters","13032 SW 133 Court","Miami","FL","33186",,"office@peakadjusters.com","2021-4-21 16:56:39","2021-4-21 16:56:39"
"230","2","ACM INSURANCE","ACM INSURANCE",,,,,,,"2021-5-25 09:27:29","2021-5-25 09:27:29"
"231","1","MGM Recovery","MGM Recovery","4040 Kidron Road, Suite 9","Lakeland","FL","33811",,"khennessey@mgmrecovery.com","2021-6-4 14:38:22","2021-6-4 14:38:22"
"232","1","Rapid Response Team - Orlando","Rapid Response Orlando","250 Altamonte Commerce Blvd","Altamonte Springs","FL","32714","Robert","RObrien@rrtfl.com","2021-6-15 12:53:54","2021-6-15 12:53:54"
"233","1","IDT Restoration","ITD Restoration","1625  SW 1st Way","Deerfield Beach","FL","33441",,"Danny@itdrestoration.com","2021-6-15 12:55:30","2021-6-30 13:07:10"
"234","1","J & R Restoration Services","J & R Restoration Services",,,,,"Joseph Marraccino","jandrrestoration@yahoo.com","2021-6-16 09:30:49","2021-6-16 09:30:49"
"235","2","Cincinnati insurance","Cincinnati insurance","400 Carillon Pkwy #110","St Petersburg","FL","33716","Kyle Fredrick","kyle_fredrick@cinfin.com","2021-6-24 16:04:51","2022-6-24 10:25:08"
"236","3","ICAS Storm Restoration","ICAS","830 N John Young Pkwy","Kissimmee","FL","34741",,"randallicasroofing.com","2021-7-1 11:56:11","2021-7-2 09:05:43"
"237","1","Rytech of Fort Myers and Naples","Rytech of Fort Myers and Naples","2149 Andrea Lane","Fort Myers","FL","33912",,,"2021-7-2 16:29:18","2021-8-19 14:22:28"
"241","1","ATI Disaster Recovery Services","ATI","8412 Sunstate","Tampa","FL","33634",,"chelsea.morris@atirestoration.com","2021-7-6 16:51:32","2021-9-16 13:08:35"
"242","1","Lightning Restoration","Lightning Restoration","13266 Byrd Drive","Odessa","FL","33556",,"Scott@LightningRestore.com","2021-7-6 16:54:51","2022-2-18 12:44:24"
"244","10","Gallagher Lutgert","Gallagher Lutgert","1395 Panther Lane, suite 100","Naples","FL","34109","Carrie Langer","Carrie_Langer@ajg.com","2021-7-12 18:30:43","2021-7-13 17:07:17"
"245","10","Bacarella Insurance Group","Bacarella Insurance Group","4966 Royal Gulf Circle","Fort Myers","FL","33966","Anthony or Jonathan Bacarella","anthony@bigswfl.com","2021-7-12 18:34:55","2021-7-13 17:06:07"
"246","10","Allstate Bryan Avery","Allstate Bryan Avery","4085 Hancock Bridge Parkway, suite 116","North Fort Myers","Fl","33903","Alecia or Bryan Avery","aleciashad@allstate.com","2021-7-12 18:39:02","2021-7-13 17:04:42"
"247","10","Brower Insurance","Brower Insurance","1510-5 Hancock Bridge pkwy","Cape Coral","FL","33990","Linda Cauble","linda.browerinsurance@outlook.com","2021-7-12 18:42:42","2021-7-13 17:06:51"
"248","10","Private Client","Private Client","9736 Commerce Center Court","Fort Myers","FL","33908","Dave Arter - Personal lines                           Kim Foster - Commercial lines","Darter@pcis-fl.com                        Kfoster@pcis-fl.com","2021-7-12 18:47:58","2021-7-13 17:07:27"
"249","10","ProActive Insurance Management","ProActive Insurance Management","5633 Strand Blvd, Suite 318","Naples","FL","34110","Mike Ryba","Mike.Ryba@proactiveins.com","2021-7-12 18:54:21","2021-7-13 17:07:32"
"250","10","Ardent Insurance & Risk Management","Ardent Insurance & Risk Management","Corporate Service Center   1004 Collier Center Way Ste 203","Naples","FL","34110","Ken Coloma","kcoloma@ardentinsurancegroup.com","2021-7-12 18:58:56","2021-7-13 17:05:44"
"251","10","Sanibel Holiday        Property Management","Sanibel Holiday        Property Management","1648 Periwinkle way ste A2","Sanibel Isalnd","Fl","33957","(800) 572-6423","taitum@sanibelholiday.com","2021-7-12 19:09:34","2021-7-13 17:07:37"
"252","10","A & E Insurance Group","A & E Insurance Group","870 111th Avenue North","Naples","FL","34108","Heather Andrea or Zoe","aeinsurancegroup@comcast.net","2021-7-12 19:15:04","2021-7-13 17:02:36"
"253","10","K & L Insurance Service Inc","K & L Insurance Service Inc","5251 Golden Gate Parkway, Ste C","Naples","FL","34116","Karen Garcia","karen@klinsinc.com","2021-7-12 19:19:59","2021-7-13 17:07:22"
"254","10","A.R,A.  Insurance Inc.","A.R,A.  Insurance Inc.","583 Tallwood Street, Suite 102","Marco Island","FL","34145","(866) 467-8129","tracys@aramarco.com","2021-7-12 19:26:47","2021-7-13 17:03:30"
"255","10","Island Management","Island Management","711 Tarpon Bay Road","Sanibel Isalnd","FL","33957","Melissa Lodwick","melissa@islandmgmt.com","2021-7-14 17:21:47","2021-8-10 14:13:57"
"256","1","Accutech Restoration and Remodeling","Accutech Restoration","1600 Barber Road","Sarasota","FL","34240","John Fries/Kristen Oriente","info@accutechfl.com","2021-7-14 17:26:38","2021-8-19 14:20:14"
"257","10","Allstate Mike Arcentales","Allstate Mike Arcentales","27241 Bay Landing Dr. #3","Bonita Springs","FL","34135","Mike Arcentales","agentmike@allstate.com","2021-7-14 17:32:18","2021-8-9 11:56:47"
"258","10","Alliance Insurance","Alliance Insurance","2511 Bee Line Rd","Sarasota","FL","34239","Sharon Cirillo","sharon@alliancesrq.com","2021-7-14 17:39:50","2021-8-9 11:51:12"
"259","10","Tropical Insurance","Tropical Insurance","24830 S, Tamiami Trail # 2800","Bonita Springs","FL","34134","Kathy Smithee","tropicalinsurance@hotmail.com","2021-7-14 17:42:48","2021-8-10 14:50:37"
"260","10","Great Florida Insurance","Great Florida Insurance","2762-A Tamiami Trail","Port Charlotte","FL",,"Laurie Cyr","gfiportcharlotte@comcast.net","2021-7-14 17:46:33","2021-8-9 15:53:16"
"261","10","Peeples Insurance Agency","Peeples Insurance Agency","8270 Bee Ridge Rd","Sarasota","FL","34241","Jennifer Peeples","jen@peeplesins.com","2021-7-14 17:58:30","2021-8-10 14:32:52"
"262","10","Allphase Insurance Services, Inc","AIS","3280 Tamiami Trail, unit #32","Port Charlotte","FL",,"Dawn cash or Angela Martin","dawn@allphaseinsurancefl.com","2021-7-14 18:06:37","2021-8-9 11:51:20"
"263","10","Allstate  Ken Miller","Allstate  Ken Miller","2605 Tamiami Trail #2","Port Charlotte","FL","33952","Ken Miller","kenmiller@allstate.com","2021-7-14 18:15:05","2021-8-9 11:51:27"
"264","10","Monteagle Insurance","Monteagle Insurance","4210 Del Prado Blvd S","Cape Coral","FL","33904","Jeni Corbitt or Theresa Carney","jcorbitt@monteagleinsurance.com","2021-7-14 18:20:14","2021-8-10 14:15:09"
"265","10","Avalon Insurance Group","Avalon Insurance Group","7370 College Parkway Ste 312","Fort Myers","FL","33907","Joe or Connie Galewski","connie@avaloninsurance.com","2021-7-14 18:30:18","2021-8-9 11:57:13"
"266","10","Great Florida Insurance  Michelle Accola","Great Florida Insurance  Michelle Accola","12401 Commerce Lakes Dr","Fort Myers","FL","33913","Michelle Accola","michelle.accola@greatflorida.com","2021-7-15 17:24:40","2021-8-9 15:53:21"
"267","1","FP Property Restoration","FP Property Restoration","204 Center Rd","Fort Myers","FL","33907","Steve Glozik or Vinny","steve@fprestoration.com","2021-7-15 17:30:33","2021-8-9 12:15:56"
"268","1","Lightning Restoration","Lightning Restoration",,"Fort Myers","FL",,"Jenny Winn or Polik Rodriguez","adminfm@lightningrestore.com","2021-7-15 17:40:50","2021-8-10 14:14:10"
"269","1","PuroClean - Estero","PuroClean - Estero","20791 Three Oaks Pkwy unit 1003","Estero","FL","33928","Salina Martinez or Mitchell Woods",,"2021-7-15 17:52:06","2021-8-10 14:33:46"
"270","10","Robertson Ryan & Associates","Robertson Ryan & Associates","5260Summerlin Commons Way #301","Fort Myers","FL","33907","Terri Porrino or Kristy Maxwell","tporrino@robertsonryan.com","2021-7-15 18:11:15","2021-8-10 14:40:56"
"271","10","Clark & Bell","Clark & Bell","1832 Victoria Avenue","Fort Myers","FL","33901","Leah Coblentz Herzfeld or Lindsey Soca","leah@clarkandbell.com","2021-7-15 18:16:00","2021-8-9 12:03:54"
"272","10","State Farm  -  Dave Hamrick","State Farm  -  Dave Hamrick","2070 McGregor Blvd, Ste 4","Fort Myers","FL","33901-3427","Charlie Sanford","charles.sanford.nm1u@statefarm.com","2021-7-15 18:19:27","2021-8-10 14:48:45"
"273","1","Rapid Response Bradenton","Rapid Response Bradenton","4705 Lena Road","Bradenton","FL","34211","William Bransfield, Carlos Rivas, Jo-ann Rader","wbransfield@rrtfl.com","2021-7-23 07:55:14","2021-8-10 14:34:32"
"274","10","Family First Insurance","Family First Insurance","3750 US 27 N ste 103","Sebring","FL","33870","Tracy Mingacci","tracy@fhcins.com","2021-7-23 08:00:51","2021-8-9 12:10:40"
"275","1","ServPro  Bradenton, Lakewood Ranch, Anna Maria","ServPro  Bradenton, Lakewood Ranch, Anna Maria","2416 1st Street","Bradenton","FL","34208","Dustyn McCauley","dustyn@servprobradenton.com","2021-7-23 08:05:42","2021-8-10 14:42:56"
"276","10","Horizon Insurance & Realty","Horizon Insurance & Realty","7347 52nd Place E.","Bradenton","FL","34203","Lori Augustyniak & Mathew Augustyniak","info@horizonins.net","2021-7-23 08:14:31","2021-8-10 14:08:43"
"277","10","Sterling Choice Insurance","Sterling Choice Insurance","12250 Tamiami Trail E. Ste 303","Naples","Fl","34113","Terry Pasch or Thomas Clarkson","tpasch@sterlingchoiceinsurance.com","2021-7-23 08:18:47","2021-8-10 14:49:33"
"278","10","Ranch Insurance Services","Ranch Insurance Services","11161 E state rd 70 unit 111","Bradenton","FL","34202","Amy Jo Lawson or Brittaney Hixon","amyjlawson@ranchins.com","2021-7-23 08:31:07","2021-8-10 14:34:20"
"279","10","Heacock Insurance","Heacock Insurance","32313 Broadway St. Ste 101","Sebring","FL","33870-0114","Daniel LeClair / Deb is g.k.","dleclair@heacock.com","2021-7-23 08:35:52","2021-8-10 14:08:13"
"280","10","Florida Homeowners Insurance Center","Florida Homeowners Insurance Center","8515 SR 70 East","Lakewood Ranch","FL","34202","Lindsey Evans","cs2@flinsurancecenter.com","2021-7-23 08:39:29","2021-8-9 12:15:44"
"281","10","Sarasota Insurance Group","Sarasota Insurance Group","5316 Lena Rd Suite 103","Lakewood Ranch","FL","34211","Jessica N Pendry","jessica@sarasotainsgroup.com","2021-7-23 08:51:56","2021-8-10 14:42:29"
"282","1","911 Mold Pros","911 Mold Pros","5316 Lena Rd, Ste 103","Lakewood Ranch","FL","34211","Brian Hatfield","bhatfield@moldpros.com","2021-7-23 09:02:19","2021-8-9 11:50:57"
"283","10","Great Florida - Brian Lariviere","Great Florida - Brian Lariviere","4901 Palm Beach Blvd, ste 290","Fort Myers","FL","33905","Brian Lariviere or Teresa","brian@greatflorida.com","2021-7-23 09:07:40","2021-8-9 15:52:40"
"284","3","CFS Roofing Services LLC","CFS Roofing Services LLC","6195 E. Sawgrass Road","Sarasota","FL","34240","E. Frank Brodnax","e.brodnax@cfsroofing.com","2021-7-23 09:43:30","2021-8-9 12:03:26"
"285","10","Chapman Insurance Group Bonita Springs","Chapman Insurance Group Bonita Springs",,"Bonita Springs","FL",,"Ben Miller","ben@cigflorida.com","2021-7-23 09:47:37","2021-8-9 12:03:33"
"286","10","Chapman Insurance Group Fort Myers","Chapman Insurance Group Fort Myers",,"Fort Myers","FL",,"Cara Dimarzo","cara@cigflorida.com","2021-7-23 09:50:36","2021-8-9 12:03:47"
"287","10","Five County Insurance","Five County Insurance","14120 Metropolis Ave","Fort Myers","FL","33912","Christine Callari","christinec@myfci.net","2021-7-23 09:54:05","2021-8-9 12:11:09"
"288","10","Galt Insurance","Galt Insurance","900 5th Ave S #201","Naples","FL","34102","Ryan Reynolds","ryan@galtinsurance.com","2021-7-23 09:57:31","2021-8-9 12:17:23"
"289","10","Olson & Dinunzio Insurance Agency","Olson & Dinunzio Insurance Agency","2536 Northbrooke Plaza Dr","Naples","FL","34119","Tabitha Zimmer, Christine Pagliaroli","tabitha@olsondinunzio.com","2021-7-23 10:02:24","2021-8-10 14:32:18"
"290","10","State Insurance Chapman - Fort Myers","State Insurance Chapman - Fort Myers","4450 Camino Real Way","Fort Myers","FL","33966","Tonya Roebucj, Josh Chapman","tonya@stateinsuranceusa.com","2021-7-23 10:07:38","2021-8-10 14:49:25"
"291","10","State Insurance Chapman - Estero","State Insurance Chapman - Estero","10600 Chevrolet Way #107","Estero","FL","33928","Gail Langer","gail@stateinsuranceusa.com","2021-7-23 10:15:56","2021-8-10 14:49:16"
"292","10","Carlock & Associates","Carlock & Associates","2002 Del Prado Blvd S. Ste 200","Cape Coral","FL","33971","Keith Rossell or Cheryl Basile","keith@carlockinsurance.com","2021-7-23 10:27:44","2021-8-9 11:58:42"
"293","10","Monica Jacobs - Allstate","Monica Jacobs - Allstate","12644 Tamiami trail E","Naples","FL","34113","Monica Jacobs","monicajacobs@allstate.com","2021-7-23 10:44:32","2021-8-10 14:15:01"
"294","10","L.A. Insurance Inc","L.A. Insurance Inc","2802 Lee Blvd Suite 2","Lehigh Acres","FL","33971","Tami Baker","tami@la-insrance.net","2021-7-23 10:47:47","2021-8-10 14:14:04"
"295","10","Insurance Source of Naples","Insurance Source of Naples","2355 Vanderbilt Beach Road","Naples","FL","34109","Shirley Gottschalk","shirley@ison1.com","2021-7-23 11:08:21","2021-8-10 14:08:45"
"296","10","RTI","RTI","9681 Gladiolus Drive Suite 111","Fort Myers","FL","33908","Burke Schmitt","burke@trustrti.com","2021-7-23 11:11:53","2021-8-10 14:42:14"
"297","10","Bassine Insurance agency LLC","Bassine Insurance","909 Pondella Rd","North Fort Myers","FL","33903","Bob Tyrrell, Eddie, Bill","bob@bassineinsurance.com","2021-7-23 11:29:10","2021-8-9 09:58:05"
"298","10","Horn Family Insurance","Horn Family Insurance","6100 Trail Blvd, Ste 3","Naples","FL","34108","Mike Horn","myagent@mikehorninsurance.com","2021-7-23 11:37:44","2021-8-10 14:08:44"
"299","10","Brookwood Management Partners","Brookwood Management Partners","27299 Riverview Center Blvd","Bonita Springs","FL","34134","Dawn DiPietro","ddipietro@brookwoodfinancial.com","2021-7-23 12:09:34","2021-8-9 11:58:28"
"300","10","Great Florida - Marcie Deloreto-Lariviere","Great Florida - Marcie Deloreto-Lariviere","1322 Homestead Rd N. Suite B","Lehigh Acres","FL","33936","Marcie DeLoreto-Lariviere","greatflorida@earthlink.net","2021-7-23 12:13:24","2021-8-9 15:52:59"
"301","10","Herndon & Carr Co.","Herndon & Carr Co.","1031 Cape Coral Pkwy E #208","Cape Coral","FL","33904","Sue Moss or Kim","suemoss@herndoncarr.com","2021-7-23 12:17:18","2021-8-10 14:08:13"
"302","10","Goodlad & Swank","Goodlad & Swank","702 Leeland Heights blvd W","Lehigh Acres","FL","33936","Butch Swank","butch@goodladandswank.com","2021-7-23 12:20:10","2021-8-9 15:52:33"
"303","10","Forsythe Insurance Services","Forsythe Insurance Services","886 Park Ave #101-102","Marco Island","FL","34145","Jennifer Dwyer or Stephanie","jen@forsythe-insurance.com","2021-7-23 12:24:51","2021-8-9 12:15:49"
"304","10","Coastline Insurance Group","Coastline Insurance Group","10600 Chevrolet Way Ste 209","Estero","FL","33928","Ron Deri","ron@coastlineagents.com","2021-7-23 12:28:09","2021-8-9 12:04:02"
"305","10","Nash Insurance & Associates","NIA","8801 College Pkwy Suite 5","Fort Myers","FL","33919","Lorrie Helsel","lorrie@nashfl.com","2021-7-23 12:31:22","2021-8-10 14:15:16"
"306","10","Amberg Insurance","Shepherd Insurance Partner","17801 Murdock Circle Suite B","Port Charlotte","FL","33948","Stephanie Dougan","stephanie@ambergins.com","2021-7-23 12:34:29","2021-8-9 11:56:53"
"307","10","Tania Vega Insurance","Tania Vega Insurance","5580 8th Street W unit 1","Lehigh Acres","Fl","33971","Tania Vega","tania@lehighinsuranceagency.com","2021-7-23 12:52:19","2021-8-10 14:49:52"
"308","10","Gulf Harbor","Gulf Harbor","4414-4 S. Del Prado","Cape Coral","FL","33904","Rod Michaels","rod@gulfharborins.com","2021-7-23 13:27:47","2021-8-10 14:08:12"
"309","1","Disaster Clean","DC","4223 Del Prado Blvd S,","Cape Coral","FL","33904","David Reese","disasterclean@yahoo.com","2021-7-23 13:31:27","2021-8-9 12:04:38"
"310","1","Paul Davis - Fort Myers","Paul Davis - Fort Myers","6361 Corporate Park Cir","Fort Myers","FL","33966","Jessica Latorre","jlatorre@pauldavis.com","2021-7-23 13:37:13","2021-8-10 14:32:27"
"311","10","Great Florida - Michelle Accola","Great Florida - Michelle Accola","12401 Commerce Lakes Dr unit D","Fort Myers","FL","33913","Michelle Acolla","michelle.accola@greatflorida.com","2021-7-23 13:41:28","2021-8-9 15:53:04"
"312","10","Look Insurance Agency","Look Insurance Agency","441 North Del Prado Blvd, # 6","Cape Coral","FL","33909","Brittney Look","brittney@lookinsuranceagency.com","2021-7-23 13:44:37","2021-8-10 14:14:16"
"313","10","Chapman Insurance Group Cape Coral","Chapman Insurance Group Cape Coral","4507 SE 16th Place","Cape Coral","FL","33904","Lexie Hill","lexie@cigflorida.com","2021-7-23 13:54:18","2021-8-9 12:03:40"
"314","10","Al Purmont Insurance","API","3340 Bee Ridge Road","Sarasota","FL","34239","Kelly Hazledine","kellyh@alpurmont.com","2021-7-23 14:01:48","2021-8-9 11:48:01"
"315","10","Spinnaker Insurance Agency","Spinnaker Insurance Agency","532 Tamiami Trail Unit 1","Port Charlotte","FL","33953","Jackie Leigh","jackie@spinnakeragency.com","2021-7-23 14:05:19","2021-8-10 14:43:53"
"316","10","Great Florida - Linda Blackmon","Great Florida - Linda Blackmon","9170 Bonita Beach Rd,  Ste 103","Bonita Springs","FL","34135","Linda Blackmon","greatflains@gmail.com","2021-7-23 14:08:19","2021-8-9 15:52:50"
"317","10","FHC Insurance - Bonita Beach","FHC Insurance - Bonita Beach","3380 Woods Edge Circle Ste 101","Bonita Springs","FL","34134","Anthony or Lorena Bucca","anthony@fhcagency.com","2021-7-23 14:12:55","2021-8-9 12:10:53"
"318","10","1st Place Insurance","1st Place Insurance","3214 US hwy 27 S.","Sebring","FL","33870","Stefan Schult or Annette Owens","s.schult@1stpi.com","2021-7-23 14:38:06","2021-8-9 11:45:37"
"319","10","Johnson Insurance","Johnson Insurance","2189 Tamiami Trail South","Venice","FL","34293","Yvonne Butter","yhutter@msn.com","2021-7-23 14:47:58","2021-8-10 14:13:57"
"320","10","Herndon & Carr Co. - Fort Myers","Herndon & Carr Co. - Fort Myers","10501 Ben C. Pratt/six mile cypress suite 101","Fort Myers","FL","33966","Barbie Miller","barbie@herndoncarr.com","2021-7-23 14:52:36","2021-8-10 14:08:22"
"321","10","Great Florida - Osprey","Great Florida - Osprey","149 1/2 N. Tamiami Trail","Osprey","FL","34229","Samuel A. Self","saveins8@gmail.com","2021-7-23 14:58:38","2021-8-9 15:53:10"
"322","10","Great Florida Sarasota","Great Florida Sarasota","4213 Bee Ridge Rd","Sarasota","FL","34233","Denise Columbus, Diannah Colon, Luz Moreno","gfidcolumbus@gmail.com","2021-7-23 15:02:55","2021-8-9 15:53:26"
"323","10","Al Deleon Insurance Services","Al Deleon Insurance Services",,,,,,"sylvia@aldeo","2021-7-23 15:04:56","2021-8-9 11:47:47"
"324","10","Integrity Insurance International","Integrity Insurance International","950 N Collier Blvd # 301","Marco Island","FL","34145","Justin Hanna","service@integrityflorida.net","2021-7-23 15:24:07","2021-8-10 14:08:54"
"325","10","Pope Insurance","Pope Insurance","773 S Indiana Ave, unit A","Englewood","FL","34223","Patrick Moon","patrick@popeinsurance.com","2021-7-23 15:27:42","2021-8-10 14:33:07"
"326","10","Allstate King Financial","Allstate King Financial","651 S. Indiana Ave","Englewood","FL","34223","Amber Clements","amberking@allstate.com","2021-7-23 15:30:57","2021-8-9 11:56:41"
"327","10","Delaplane Insurance","Delaplane Insurance","3316 Chiquita Blvd S.","Cape Coral","FL","33914","Judi Predko or Jessica","judi@delaplane.net","2021-7-23 15:33:50","2021-8-9 12:04:27"
"328","5","Miracle Property Management","Miracle Property Management","205 North Collier Blvd","Marco Island","FL","34145","Karen Hearn","karen@mpm-fl.com","2021-7-23 15:36:27","2021-8-10 14:14:50"
"329","1","Paul Davis - Sarasota","Paul Davis - Sarasota","6292 Tower Lane, unit 4","Sarasota","FL","34240","Trent Moore","trent.moore@pauldavis.com","2021-7-23 16:08:07","2021-8-10 14:32:33"
"330","10","Rental Properties, Inc - Marco Island","Rental Properties, Inc - Marco Island","237 N. Collier Blvd","Marco Island","FL","34145","Maria Schike or Cindy","maria@marcorentalproperty.com","2021-7-23 16:11:57","2021-8-10 14:40:14"
"331","10","Rosier Insurance - Sanibel","Rosier Insurance - Sanibel","1200 Periwinkle way ste 103","Sanibel Isalnd","FL","33957","Angela Larson-Roehl","alarson@rosierinsurance.com","2021-7-23 16:21:27","2021-8-10 14:41:54"
"332","1","Anderson Restoration & Emergency Services","Anderson Restoration","221 N. Hogan Street, Suite 321","Jacksonville","FL","32202",,"derek@andersonrestoration.com","2021-7-26 10:03:57","2021-8-9 11:57:06"
"333","1","Puroclean Emergency Services","Puroclean Emergency Services","4737 Dellwood Avenue,","Jacksonville","FL","32205","(904) 333-8879","thawkins@puroclean.com","2021-7-26 13:08:49","2021-8-10 14:33:58"
"334","1","Kustom Disaster Restoration","Kustom Disaster Restoration","1625 Emerson Street,","Jacksonville","FL","32207",,"marc.white@kustom.us","2021-7-26 13:30:42","2021-8-10 14:13:58"
"335","1","Bold City Indoor Air Quality & Emergency Services","Bold City Indoor Air Quality & Emergency Services","10066 103rd, Suite 206","Jacksonville","FL","32210",,"andrehead@oldcity.com","2021-7-26 13:37:47","2021-8-9 11:57:59"
"336","1","North Florida Restoration & Remodeling","North Florida Restoration & Remodeling","3100 University Blvd., Suite 107B","Jacksonville","FL","32216",,"Email wasn't given :/  - RUDE CLIENT - JACOB","2021-7-26 13:40:48","2021-8-10 14:15:40"
"337","1","Universal Restoration of North Florida","Universal Restoration of North Florida","2036 Jernigan Rd.,","Jacksonville","FL","32207",,"Recepcionist super RUDE","2021-7-26 15:53:50","2021-8-10 14:52:22"
"338","1","Service Master Restoration of First Coast","Service Master Restoration of First Coast","2384 Vans Avenue, Building 5","Jacksonville","FL","32207",,"cindylucas@service masterjax.com","2021-7-26 15:56:48","2021-8-10 14:42:43"
"339","1","CCI Restoration Services","CCI Restoration Services","1750 Emerson Street,","Jacksonville","FL","32207",,"Rude client","2021-7-26 16:00:53","2021-8-9 12:03:16"
"340","3","Trinit Restoration & Roofing","Trinit Restoration & Roofing","12627 San Jose Blvd., # 503","Jacksonville","FL","32223","Josh - Vice President","Josh@trinitrestorationfl.com","2021-7-26 16:17:24","2021-8-10 14:50:28"
"341","1","Dreyer's DKI Jacksonville","Dreyer's DKI Jacksonville","1909 Parental Home Rd., Suite 5","Jacksonville","FL","32216",,"Receptionist - EMILY extremely RUDE","2021-7-26 16:22:24","2021-8-9 12:09:24"
"342","1","Restore 24, Inc","Restore 24, Inc","5152 University Blvd. W,","Jacksonville","FL","32216",,"office@restore24.net","2021-7-26 16:44:22","2021-8-10 14:40:38"
"343","1","Firehouse Restoration, Inc.","Firehouse Restoration, Inc.","5121 Bowden Rd., Suite 101","Jacksonville","FL","32216","Paul",,"2021-7-26 16:47:31","2021-8-9 12:11:03"
"344","1","NexGen Restoration & Roofing, LLC","NexGen Restoration & Roofing, LLC","2862 Ballard Oaks Rd.,","Jacksonville","FL","32207","Army","Armand@nexgenfl.com","2021-7-26 16:52:41","2021-8-10 14:15:29"
"345","10","Bold City Insurance","Bold City Insurance","12627 San Jose Blvd., Suite 604","Jacksonville","FL","32223","(904) 907-3862",,"2021-7-26 16:55:57","2021-8-9 11:58:09"
"346","1","Elements Disaster Recovery","Elements Disaster Recovery","1540 Monument Rd., #5","Jacksonville","FL","32225","Shelby & Brian","info@elementsdisasterrecovery.com","2021-7-26 17:03:53","2021-8-9 12:10:19"
"347","1","Microtech Solutions Jacksonville","Microtech Solutions Jacksonville","11235 Saint Johns Industrail Pkwy North, Suite 5","Jacksonville","FL","32246",,"info@teammicrotech.com","2021-7-27 12:19:38","2021-8-10 14:14:41"
"348","1","Integrity Restoration","Integrity Restoration","26 Industrial Loop Dr. E,","Orange Park","FL","32073","Glen or Matthew","info@integrestoration.com","2021-7-27 12:22:32","2021-8-10 14:09:01"
"349","1","911 Restoration of Jacksonville","911 Restoration of Jacksonville","8638 Phillips Hwy., #7","Jacksonville","FL","32256",,"911@911restoration.com","2021-7-27 12:25:18","2021-8-9 11:50:37"
"350","1","Dry it Fast Water Damage","Dry it Fast Water Damage","11341 Distribution Avenue East, Suite 4A","Jacksonville","FL","32256","Robert","Robert was super rude and didn't want to give me his email address","2021-7-27 12:29:17","2021-8-9 12:09:34"
"352","1","All Things Restored LLC","All Things Restored LLC","No address - They work remotely","Jacksonville","FL","32246","Kathy","info@allthingsrestoredllc.com","2021-7-27 12:36:47","2021-8-9 11:48:44"
"353","1","ServPro of Mandarin","ServPro of Mandarin","2205 Saint Johns Bluff Road South,","Jacksonville","FL","32246","Lorie","lorie@servpromandarin.com","2021-7-27 15:04:42","2021-8-10 14:43:28"
"354","1","ServPro of Jacksonville West - Orange Park","ServPro of Jacksonville West - Orange Park","115 Industrial Loop,","Orange Park","FL","3207","Jessica","jessica@spjax.com","2021-7-27 15:21:08","2021-8-10 14:43:17"
"355","1","Belfor Property Restoration","Belfor Property Restoration","10416 New berlin Rd., Suite 5","Jacksonville","FL","32226","Michael Wegner","michaelwegner@us.belfor.com","2021-7-27 15:39:18","2021-8-9 11:57:27"
"356","1","PureClean of Jacksonville Southbank","PureClean of Jacksonville Southbank","841 Prudential Dr., 12th Floor","Jacksonville","FL","32207","Jamie","jkoeig@pureclean.com","2021-7-27 15:54:20","2021-8-10 14:33:16"
