"id","finance_info"
"2142","05/20/2020 -  (by Cynthia) 
 "
"2143","05/20/2020 -  (by Cynthia) 
 "
"2144","05/20/2020 - emailed via QB (by Cynthia) 
 "
"2145","05/21/2020 -  (by Cynthia) 
 "
"2146","05/21/2020 -  (by Cynthia) 
 "
"2147","05/21/2020 -  (by Cynthia) 
 "
"2148","05/22/2020 -  (by Cynthia) 
 "
"2149","05/26/2020 -  (by Michelle) 
 "
"2150","05/22/2020 - FRONTLINE PORTAL (by Cynthia) 
 "
"2151","05/22/2020 -  (by Michelle) 
 "
"2152","05/29/2020 -  (by Michelle) 
 "
"2154","05/22/2020 -  (by Cynthia) 
 "
"2155","05/22/2020 -  (by Michelle) 
 05/22/2020 -  (by Cynthia) 
 "
"2156","05/26/2020 -  (by Michelle) 
 "
"2158","05/22/2020 -  (by Cynthia) 
 "
"2159","07/02/2020 - QA APPROVED  FILE CLOSED 7/1 (by Cynthia) 
 05/26/2020 -  (by Cynthia) 
 "
"2160","07/02/2020 - WALLACE MILLER WMILLER@ASICORP.ORG APPROVED 6/3  FILE CLOSED 7/1

TO: KRUGER.OCEANRIDGE.FL.OL
Hello XactAnalysis,

Your EagleView Measurement is ready for the following order:
Report: 34199037 Claim: 760797-201013-111804
Address: 2944 YOUNGFORD ST, ORLANDO, FL 32824

The attachment contains a photo of the property, notes diagram and pitch-area table to help you estimate the roof area on-site. We provide this attachment in addition to the usual link to our website where you can select pitch values and generate your EagleView Report.

You can access and edit your report by copying the URL below and pasting it into your browser:

https://my.eagleview.com/EditPitches.aspx?ReportId=dzhDN1Y4Qy9qTklvOEJIbG5qdVRsUT09

If we can help with any questions or concerns please contact us at customerservice@eagleview.com. You may also speak with a live operator using our chat function at www.eagleview.com, or by calling 1-866-659-8439.
Thank you for choosing EagleView.
Sincerely, (by Cynthia) 
 05/26/2020 - WAITING ON AUTHORIZATION... (by Cynthia) 
 "
"2161","01/07/2021 - per email from heather Payment issued and approved; Please allow 7-10 business days for receipt. (by Cynthia) 
12/23/2020 -  (by Cynthia) 
 12/17/2020 -  (by Cynthia) 
 12/17/2020 - spoke to norma w/fednat advsd no payment has been issued..rep is heather clark sccc24@fednat.com-have read receipts from emails..but no reply.norma is sending her an internal message regarding payment...supervisor erika cook ext 4041 sccc41@fednat.com...spoke to Heather the adjuster she has issued the payment back in July and acctg reversed it questioning if we were a preferred vendor..she was never notified of this..she is responding to my email advising she's issuing payment now(cc her boss) and advising again we are preferred vendor..payment in route.. (by Cynthia) 
 12/08/2020 - emailed claims & the rep for payment info (by Cynthia) 
 05/26/2020 -  (by Cynthia) 
 "
"2162","01/29/2021 -  (by Cynthia) 
01/29/2021 - RECD EMAIL FROM CHRISTINA W/PREFERRED..PYMNT SENT OUT ON 1/20/2021 CK#1821.. (by Cynthia) 
01/06/2021 - emailed carla barber w/maison directly for payment status.. (by Cynthia) 
12/23/2020 - emailed diana for status 
12/10 recd email from diana regarding payment status: I just followed up on this again with a new adjuster. I will call them if I don’t hear back by EOD. (by Cynthia) 
 12/23/2020 -  (by Cynthia) 
 05/26/2020 -  (by Cynthia) 
 "
"2164","05/26/2020 -  (by Cynthia) 
 "
"2165","05/26/2020 - FRONTLINE PORTAL (by Cynthia) 
 "
"2166","05/27/2020 -  (by Cynthia) 
 "
"2167","05/27/2020 -  (by Michelle) 
 "
"2169","05/26/2020 -  (by Michelle) 
 "
"2170","05/26/2020 -  (by Cynthia) 
 "
"2171","05/27/2020 -  (by Michelle) 
 "
"2172","05/26/2020 -  (by Cynthia) 
 "
"2173","01/12/2021 - emailed the adjuster aledia confirming payment being processed.. (by Cynthia) 
01/12/2021 - emailed the adjuster aledia confirming payment being processed.. (by Cynthia) 
01/12/2021 - emailed the adjuster aledia confirming payment being processed.. (by Cynthia) 
01/07/2021 - recd email from casandra melendes alacrity cust svc rep stating: The adjuster who was assigned to your claim is no longer with UNA. I went ahead and was able to make contact with another adjuster but was unable to speak with her so I had to leave a voicemail in regards to payment and have sent her an email as well. 

Adjuster: Aleida Lopez 
888-877-0770
x6319 
Alopez@uihna.com (by Cynthia) 
01/07/2021 - spoke to diane w/cust svc advsd adjuster for this claim is mrs. lopez..lft her a message..emailed the claims dept & all on Nexxuss claim including brook for payment status.. (by Cynthia) 
12/23/2020 -  (by Cynthia) 
 12/23/2020 - added note in xact for payment status tagged everyone.. (by Cynthia) 
 05/27/2020 -  (by Cynthia) 
 "
"2174","05/27/2020 -  (by Cynthia) 
 "
"2175","05/26/2020 -  (by Cynthia) 
 "
"2176","05/26/2020 -  (by Cynthia) 
 "
"2177","05/27/2020 -  (by Cynthia) 
 "
"2178","05/27/2020 -  (by Michelle) 
 "
"2180","05/26/2020 -  (by Michelle) 
 "
"2181","05/26/2020 -  (by Michelle) 
 "
"2182","05/11/2021 - emailed brook/tina regarding payment as it's now 11 1/2months past due & Nexxus has already been paid.. (by Cynthia) 
04/09/2021 - RECD NOTE FROM BROOK VIA EXACTANALYSIS--Yes, this payment was received but it was delayed in coming back to us. We will get this issued asap! Thank you! (by Cynthia) 
04/07/2021 - Created note in XA requesting status of payment. (by Michelle) 
04/05/2021 - AMERICAN INTEGRITY PAID NEXXUS DIRECTLY 1/13/2021-STILL HAVE NOT RECEIVED A REPSONSE FROM BROOK...MICHELLE ADVSD TO CC TINA/RODRIGIO..FOR PAYMENT STATUS.. (by Cynthia) 
03/12/2021 - Left message for Dana and emailed Nexxus about status of payment. (by Michelle) 
02/16/2021 - recd payment detail from dbeattie..I reference to your phone call on Friday as to payment for your tarp services on the above referenced claim.  Please note that the payment was issued to Nexxus.  Please see the attached check showing the payment that was issued.--payment detail shows this was paid directly to nexxuss...sending this to brook for status.. (by Cynthia) 
02/12/2021 - Spoke with customer service rep and she advised the approval was made, but she does not see the check attached to the file.  She sent and email to the adjuster and cc the supervisor wanting to know the status and requesting them to call us. (by Michelle) 
02/12/2021 -  (by Michelle) 
02/12/2021 - Left message for Dana Beattie. (by Michelle) 
01/08/2021 -  (by Cynthia) 
01/08/2021 - RECD EMAIL FROM ADJUSTER: Good Morning.  I am paying this invoice today. (by Cynthia) 
01/06/2021 - EMAILED ADJUSTER DBEATTIE@AIICFL.COM & TBURNS..LFT MSG FOR ADJUSTER 813-512-6664 (by Cynthia) 
 01/06/2021 - EMAILED ADJUSTER DBEATTIE@AIICFL.COM & TBURNS..LFT MSG FOR ADJUSTER 813-512-6664 (by Cynthia) 
 12/23/2020 -  (by Cynthia) 
 12/23/2020 - this is a referral from preferred..added note in xact tagging paul & sandra for payment status..emailing diana as well (by Cynthia) 
 05/26/2020 -  (by Cynthia) 
 "
"2183","06/01/2020 -  (by Cynthia) 
 "
"2184","05/26/2020 -  (by Cynthia) 
 "
"2185","01/21/2021 -  (by Cynthia) 
12/16/2020 -  (by Cynthia) 
 12/16/2020 -  (by Cynthia) 
 12/02/2020 - 12/1 - emailed invoice to insured via quickbooks
12/02 - left message for insured.  If he does not call back, leave another message that we are pursuing collection efforts. (by Michelle) 
 05/29/2020 -  (by Cynthia) 
 "
"2186","05/27/2020 -  (by Cynthia) 
 "
"2187","05/27/2020 -  (by Michelle) 
 "
"2188","05/28/2020 -  (by Cynthia) 
 "
"2190","05/27/2020 -  (by Cynthia) 
 "
"2191","01/14/2021 -  (by Cynthia) 
01/14/2021 - issued credit for roof tile repair in the amount of $1275.00...insured will submit payment for the remaining balance of $2285.80--emailed insured/adjuster revised invoice etc.. (by Cynthia) 
01/12/2021 - emailed the insured/adjuster & supervisor copy of repair invoice we paid to the roofing company..requested payment to be sent to us for our services.. (by Cynthia) 
01/12/2021 - recd email from insured advising we damaged his tile roof with the converter truck..insured sent pictures showing damage and an invoice of the tile replacement...advised insured i'll speak to the doa regarding this.. (by Cynthia) 
12/23/2020 - lft message for the insured...emailed troy cc brook & taylor regarding the 2 party check he sent out..it's very rare that they do that..need to know if the check has been cashed?? (by Cynthia) 
 12/23/2020 - email from troy: The payment was issued for both the rebuild and the EMS/Board up in one payment, as a 2 party check to the insured and you, so any past due invoice/s would have to be addressed with the insured directly.
Thank you (by Cynthia) 
 05/27/2020 -  (by Cynthia) 
 "
"2192","05/27/2020 -  (by Cynthia) 
 "
"2193","05/27/2020 -  (by Michelle) 
 "
"2195","06/01/2020 -  (by Cynthia) 
 06/01/2020 -  (by Cynthia) 
 06/01/2020 -  (by Cynthia) 
 "
"2196","01/06/2021 -  (by Cynthia) 
01/06/2021 - RECD EMAIL FROM ADJUSTER ADVISING PAYMENT IS BEING ISSUED DIRECTLY TO US... (by Cynthia) 
01/05/2021 - emailed adjuster for status on payment...recd email from Wendy advising payment is being issued for $5905.41 (by Cynthia) 
 12/23/2020 -  (by Cynthia) 
 12/23/2020 - added note in xact tagged everyone regarding payment status (by Cynthia) 
 07/02/2020 - QA APPROVED 5/29 FILE CLOSED ON 7/1 (by Cynthia) 
 05/27/2020 -  (by Cynthia) 
 "
"2197","05/27/2020 -  (by Cynthia) 
 "
"2198","05/27/2020 - SYMBILITY (by Cynthia) 
 "
"2199","05/28/2020 -  (by Michelle) 
 "
"2200","05/27/2020 -  (by Michelle) 
 "
"2201","05/27/2020 -  (by Michelle) 
 "
"2202","05/27/2020 -  (by Michelle) 
 "
"2203","05/27/2020 -  (by Cynthia) 
 "
"2204","05/27/2020 -  (by Michelle) 
 "
"2205","06/01/2020 -  (by Cynthia) 
 "
"2207","05/28/2020 -  (by Michelle) 
 "
"2208","05/29/2020 -  (by Cynthia) 
 "
"2209","05/27/2020 -  (by Cynthia) 
 "
"2211","06/19/2020 - PAS Payment Request in the amount of $815.03 on claim 3300329101 for the named insured Todd Rosenthal has been processed.  You should see the dollars in your bank account in two business days. (by Cynthia) 
 05/27/2020 - SYMBILITY (by Cynthia) 
 "
"2212","12/23/2020 -  (by Cynthia) 
 12/23/2020 - added note in xact and tagged everyone on the claim for payment status.. (by Cynthia) 
 07/02/2020 - QA APPROVED FILE CLOSED 7/1 (by Cynthia) 
 05/27/2020 -  (by Cynthia) 
 "
"2213","05/29/2020 -  (by Cynthia) 
 "
"2214","05/28/2020 -  (by Michelle) 
 "
"2216","06/01/2020 -  (by Michelle) 
 "
"2217","05/28/2020 -  (by Michelle) 
 "
"2218","05/29/2020 -  (by Michelle) 
 "
"2219","05/27/2020 -  (by Cynthia) 
 "
"2220","06/01/2020 -  (by Cynthia) 
 "
"2221","05/29/2020 -  (by Cynthia) 
 "
"2224","05/29/2020 -  (by Cynthia) 
 "
"2225","01/06/2021 -  (by Cynthia) 
01/06/2021 -  (by Cynthia) 
01/06/2021 - recd copy of email from Jonathan showing payment request from bank to be submitted on 01/08/2021 (by Cynthia) 
12/23/2020 - S/w receptionist - sent to jsmith again.   Next step lien homes. (by Michelle) 
 12/17/2020 -  (by Cynthia) 
 12/17/2020 -  (by Cynthia) 
 12/17/2020 -  (by Cynthia) 
 12/17/2020 - called and spoke to answering service, she gave me Jsmith's email address to send invoices to...emailed the main email & jsmith@servicemasterbyalpha.com past due invoice (by Cynthia) 
 05/29/2020 -  (by Cynthia) 
 "
"2226","08/26/2020 - A CloseOut Payment Request has been requested today for Claim# 3300340207, Insured Brian Charlton in the amount of $698.80. Please click here to access Pending Requests by Owner in PAS to review and approve the request. (by Cynthia) 
 05/27/2020 - SYMBILITY (by Cynthia) 
 "
"2227","05/29/2020 -  (by Cynthia) 
 "
"2229","05/29/2020 -  (by Michelle) 
 "
"2230","05/29/2020 -  (by Cynthia) 
 "
"2232","05/29/2020 -  (by Cynthia) 
 "
"2233","06/01/2020 -  (by Michelle) 
 "
"2234","05/29/2020 -  (by Cynthia) 
 "
"2235","05/28/2020 -  (by Michelle) 
 "
"2236","08/26/2020 - A CloseOut Payment Request has been requested today for Claim# 3300340254, Insured David Gainsborg in the amount of $1,407.55. Please click here to access Pending Requests by Owner in PAS to review and approve the request. (by Cynthia) 
 05/28/2020 -  (by Michelle) 
 "
"2237","06/01/2020 -  (by Cynthia) 
 "
"2238","06/01/2020 -  (by Cynthia) 
 "
"2239","05/28/2020 -  (by Michelle) 
 "
"2240","06/01/2020 -  (by Cynthia) 
 "
"2241","12/30/2020 - spoke to natasha w/cust service advsd payment issued on 10/12/2020 to pompano..we never recd that check..adjuster is lakesha williams lwilliams@hcpci.com ext 3226..emailed requesting if check has been cashed/stop payment... (by Cynthia) 
 12/23/2020 -  (by Cynthia) 
 12/23/2020 - added note in xact for payment status..tagged vericlaim rep that as it's not showing the adjusters contact info.. (by Cynthia) 
 07/02/2020 - QA APPROVED FILE CLOSED 7/1 (by Cynthia) 
 06/01/2020 -  (by Cynthia) 
 "
"2246","07/23/2020 - emailed to insured..sending payment on monday  barbeve@comcast.net (by Cynthia) 
 06/01/2020 -  (by Cynthia) 
 "
"2248","05/29/2020 -  (by Michelle) 
 "
"2249","05/29/2020 -  (by Cynthia) 
 "
"2250","06/01/2020 -  (by Michelle) 
 "
"2251","04/20/2022 - AGREED TO SETTLEMENT OF $2800.00 
RECD EMAIL FROM LAWYER STATING: There was an underlying case between the Barquins and their Insurance company that recently settled.  The Barquin’s lawyer in that case indicated that they’d send $2,800.00 to resolve our case.  Please let me know your thoughts. (by Cynthia) 
03/29/2022 - EMAILED LAWYER FOR UPDATE ON FILE.. (by Cynthia) 
03/18/2022 -  (by Cynthia) 
03/11/2022 - Correction: Interest July 2020 - March 2022, updated invoice $3,021.60 (by Ana Silva) 
03/11/2022 - Added monthly Interest Fee due to non payment 1.5% June 2020 - March 2022 Updated Invoice $3,053.58 (by Ana Silva) 
02/24/2022 - AWAITING UPDATE FROM LAWYER.. (by Cynthia) 
01/26/2022 - **FILE IS WITH THE LAWYER** (by Cynthia) 
12/20/2021 -  (by Kyle Bauer) 
01/07/2021 - emailed claims and lft msg for adjuster as we are willing to negotiate down the invoice to avoid further collecitons/lien/courts.. (by Cynthia) 
12/14/2020 - we had the wrong phone number in the system..since been corrected to: 305-495-7549..lft msg for insured advsing to pay by 12/16 or lien will be processed..check records and they are in the process of getting a new roof and did a SOM... (by Cynthia) 
 12/11/2020 - EMAILED ADVISING TO PAY BY DEC 17 OR FURTHER COLLECTIONS.. (by Cynthia) 
 07/15/2020 - recd email from kayla advising this has been denied... Unfortunately we received the following message from the adjuster on this loss-please attempt to collect from the insured and let us know if you have any issues.
Management has now reviewed the file and unfortunately coverage has been denied on this file. (by Cynthia) 
 05/29/2020 -  (by Cynthia) 
 "
"2252","06/01/2020 -  (by Cynthia) 
 "
"2253","06/01/2020 -  (by Cynthia) 
 "
"2254","05/29/2020 -  (by Cynthia) 
 "
"2255","06/01/2020 -  (by Cynthia) 
 "
"2257","05/29/2020 -  (by Cynthia) 
 "
"2258","10/27/2020 - 10/26: The PAS Payment Request in the amount of $1,495.43 on claim 3300339466 for the named insured Lindsay Murphy (Parker) has been processed.  You should see the dollars in your bank account in two business days.

FEE: $97.57 (by Cynthia) 
 05/29/2020 -  (by Cynthia) 
 "
"2259","05/29/2020 -  (by felipe) 
 05/29/2020 -  (by Michelle) 
 "
"2260","06/01/2020 -  (by Cynthia) 
 "
"2261","05/29/2020 -  (by Cynthia) 
 "
"2262","05/29/2020 -  (by Cynthia) 
 "
"2263","05/29/2020 -  (by Cynthia) 
 "
"2264","06/02/2020 -  (by Cynthia) 
 "
"2265","06/01/2020 -  (by Michelle) 
 "
"2266","05/29/2020 -  (by Michelle) 
 "
"2268","06/01/2020 -  (by Cynthia) 
 "
"2269","06/01/2020 -  (by Cynthia) 
 "
"2270","05/29/2020 -  (by Cynthia) 
 "
"2271","06/01/2020 -  (by Cynthia) 
 "
"2272","06/01/2020 -  (by Michelle) 
 "
"2274","06/01/2020 -  (by Michelle) 
 "
"2275","06/01/2020 -  (by Michelle) 
 "
"2276","06/01/2020 -  (by Cynthia) 
 "
"2277","06/01/2020 -  (by Cynthia) 
 "
"2278","06/01/2020 -  (by Cynthia) 
 "
"2279","06/01/2020 -  (by Michelle) 
 "
"2282","06/01/2020 -  (by Michelle) 
 "
"2283","01/26/2021 - Spoke to Betty - she has to speak to Marina because they have not been paid for this job ( but they got paid for all of the other jobs)  and they need to find out who authorized this work to be done before they can pay Kruger (by Tiffany) 
01/07/2021 -  (by Cynthia) 
01/07/2021 - aging reports have been sent/emailed--emailed invoice advising prompt payment to avoid further collections by contacting the homeowner.. (by Cynthia) 
06/01/2020 -  (by Michelle) 
 "
"2284","06/01/2020 -  (by Cynthia) 
 "
"2285","01/07/2021 -  (by Cynthia) 
01/07/2021 - emailed leo & the adjuster for payment status (by Cynthia) 
06/01/2020 -  (by Cynthia) 
 "
"2286","06/01/2020 -  (by Michelle) 
 "
"2287","06/02/2020 -  (by Cynthia) 
 "
"2288","06/02/2020 -  (by Cynthia) 
 "
"2289","06/01/2020 -  (by Michelle) 
 "
"2290","06/01/2020 -  (by Cynthia) 
 "
"2291","06/02/2020 -  (by Cynthia) 
 "
"2292","07/21/2020 - recd email from kayla stating: I received a call from the adj on this file who advised he is making payment directly to Kruger for this loss. We will invoice Kruger on 8/1. (by Cynthia) 
 06/01/2020 -  (by Cynthia) 
 "
"2294","06/01/2020 -  (by Cynthia) 
 "
"2295","06/02/2020 -  (by Cynthia) 
 "
"2297","06/01/2020 -  (by Michelle) 
 "
"2298","06/02/2020 -  (by Cynthia) 
 "
"2299","03/01/2021 -  (by Cynthia) 
01/21/2021 - recd note from andrew w/preferred stating: Sent email directly to adjuster with the Kruger estimate and the PRN invoice. (by Cynthia) 
01/13/2021 -  (by Cynthia) 
01/13/2021 - EVERYTHING APPROVED IN XACT BY A WELKER..EMAILED THEM FOR PAYMENT STATUS .. (by Cynthia) 
06/12/2020 -  (by Cynthia) 
 "
"2300","06/01/2020 -  (by Cynthia) 
 "
"2302","06/02/2020 -  (by Cynthia) 
 "
"2303","06/05/2020 -  (by Michelle) 
 "
"2304","07/22/2020 - pas funds in the amount of $531 have been applied (by Cynthia) 
 06/02/2020 -  (by Cynthia) 
 "
"2307","06/01/2020 -  (by Cynthia) 
 "
"2308","06/01/2020 -  (by Cynthia) 
 "
"2309","07/02/2020 - QA APPROVED FILED CLOSED 7/1 (by Cynthia) 
 06/01/2020 -  (by Cynthia) 
 "
"2310","06/11/2020 -  (by Cynthia) 
 "
"2311","06/02/2020 -  (by Cynthia) 
 "
"2312","01/06/2021 -  (by Cynthia) 
01/06/2021 -  (by Cynthia) 
01/06/2021 - recd copy of email from Jonathan showing payment request from bank to be submitted on 01/08/2021 (by Cynthia) 
12/23/2020 - 12/2320 - s/w receptionist.  She will forward our information to Jsmith.  I also sent an email with the balance for this invoice. Next step lien h/o. (by Michelle) 
 12/17/2020 -  (by Cynthia) 
 12/17/2020 - called and spoke to answering service, she gave me Jsmith's email address to send invoices to...emailed the main email & jsmith@servicemasterbyalpha.com past due invoice (by Cynthia) 
 06/12/2020 -  (by felipe) 
 06/02/2020 -  (by Cynthia) 
 "
"2313","06/03/2020 -  (by Cynthia) 
 "
"2315","06/01/2020 -  (by Cynthia) 
 "
"2316","06/01/2020 -  (by Cynthia) 
 "
"2317","06/01/2020 -  (by Cynthia) 
 "
"2318","12/10/2020 - spoke to insured advsd he's been going round and round w/insurance company..agreed to price of$700..emaild to him he's paying today housecallmet@gmail.com (by Cynthia) 
 11/17/2020 - recd email from laurie advising colleen w/cnc is handling these claims...called colleen, she advsd she hasn't handle these claims in a long time..kelsey burford is handling the claim..kelseyburford@cnc-resource.com...she will advise kelsey now that i'll be emailing her for payment info on this claim.. (by Cynthia) 
 11/17/2020 - emailed laurie w/accounting for status.. (by Cynthia) 
 07/17/2020 - emailed claims for payment status (by Cynthia) 
 06/01/2020 -  (by Cynthia) 
 "
"2319","01/07/2021 -  (by Cynthia) 
01/07/2021 - spoke to jessica advsd to send all invoices to claims@amica.com with the claim# only..the adjuster assigned to this is Jill Mckinnon 1.800.282.6422 ext 36207...emailed and cc tgreer..tried calling thomas..no answer (by Cynthia) 
06/01/2020 -  (by Cynthia) 
 "
"2320","06/05/2020 -  (by Cynthia) 
 "
"2323","06/02/2020 - EMAILED VIA QB (by Cynthia) 
 "
"2324","06/02/2020 -  (by Cynthia) 
 "
"2325","06/04/2020 -  (by Cynthia) 
 "
"2326","06/02/2020 -  (by Cynthia) 
 "
"2327","06/02/2020 -  (by Michelle) 
 "
"2329","06/02/2020 -  (by Cynthia) 
 "
"2330","06/02/2020 -  (by Cynthia) 
 "
"2334","06/02/2020 -  (by Cynthia) 
 "
"2335","06/02/2020 -  (by Cynthia) 
 "
"2336","06/03/2020 -  (by Cynthia) 
 "
"2337","06/02/2020 -  (by Michelle) 
 "
"2338","06/03/2020 -  (by Cynthia) 
 "
"2341","06/03/2020 -  (by Cynthia) 
 "
"2344","01/21/2021 - recd email note from andrew welker stating: Emailed Kruger/PRN invoice directly to adjuster regarding overdue payment (by Cynthia) 
01/13/2021 -  (by Cynthia) 
01/13/2021 - notation in xact from andrew welker stating: Reviewed $175 estimate/no job fee. In line for payment for trip charge and assisting with claim as invoiced....REQUESTED UPDATE ON PAYMENT (by Cynthia) 
01/13/2021 -  (by Cynthia) 
06/22/2020 -  (by Cynthia) 
 06/16/2020 -  (by Cynthia) 
 "
"2345","07/10/2020 -  (by Cynthia) 
 "
"2346","06/03/2020 -  (by Cynthia) 
 "
"2347","06/03/2020 -  (by Cynthia) 
 "
"2348","06/03/2020 -  (by Cynthia) 
 "
"2350","06/08/2020 -  (by Cynthia) 
 "
"2352","06/04/2020 -  (by Cynthia) 
 "
"2353","06/03/2020 -  (by Michelle) 
 "
"2355","06/04/2020 -  (by Cynthia) 
 "
"2356","06/03/2020 -  (by Cynthia) 
 "
"2358","06/03/2020 - submitting when receive auth from inspection.. (by Cynthia) 
 "
"2359","06/04/2020 -  (by Cynthia) 
 "
"2360","06/03/2020 -  (by Michelle) 
 "
"2362","05/11/2021 - recd reply email from erika stating: 
It appears my previous request was unfulfilled. I just voided the check and re-issued. My apologies for the delay. (by Cynthia) 
05/11/2021 - emailed erika for payment status..
3/2/2021 previously recd email from erika advising payment returned to them as it was mailed out to coral springs, sent her the updated w9... (by Cynthia) 
02/09/2021 -  (by Cynthia) 
01/13/2021 - emailed claims and thomas for payment (by Cynthia) 
01/13/2021 -  (by Cynthia) 
01/13/2021 -  (by Cynthia) 
01/13/2021 -  (by Cynthia) 
06/10/2020 - no authorization o.k. per tgreen (by Cynthia) 
 "
"2363","07/15/2020 - 07/15 - Spoke with Deanna about the balance due and she advised that payment was submitted yesterday. (by Michelle) 
 06/03/2020 -  (by Cynthia) 
 "
"2365","06/04/2020 -  (by Cynthia) 
 "
"2366","03/12/2021 - LFT MSG FOR DEREK..PHONE SYSTEM DOES NOT GIVE YOU THE OPTION TO SPEAK TO ANYONE ELSE OTHER THAN THE ADJUSTER..EMAILED HIM AS WELL..NEED CONFIRMATION OF WHEN PAYMENT WAS SENT OUT/WHERE?? (by Cynthia) 
02/09/2021 -  (by Cynthia) 
01/20/2021 -  (by Cynthia) 
01/07/2021 -  (by Cynthia) 
01/07/2021 -  (by Cynthia) 
12/10/2020 - spoke to derek w/assurant advsd him that the emails i've been sending have been deleted & need to go to small claims court to get paid..he advsd he's taking these two invoices to see if he can get them paid at a reduced amount...christmas miracle!! emailed him derick.wright@assurant.com..he'll let me know w/in 24 hours... (by Cynthia) 
 06/04/2020 -  (by Cynthia) 
 "
"2367","08/07/2020 - The PAS Payment Request in the amount of $5,551.61 on claim 3300340977 for the named insured Kevin Stuart has been processed.  You should see the dollars in your bank account in two business days. (by Cynthia) 
 06/04/2020 -  (by Cynthia) 
 "
"2368","06/04/2020 -  (by Cynthia) 
 "
"2369","06/04/2020 -  (by Cynthia) 
 "
"2370","06/04/2020 -  (by Cynthia) 
 "
"2371","01/26/2021 -  (by Cynthia) 
01/26/2021 - spoke to cathy cook again..she claims she gave the cc info to whoever sent her the bill/invoice..i advsd her that we did not receive that and to please provide proof of payment..she advsd she'll contact the cc and let me know.. (by Cynthia) 
01/07/2021 -  (by Cynthia) 
01/07/2021 - emailed insured again advising we'll process a lien on the home if pymnt isn't recd.. (by Cynthia) 
06/04/2020 - EMAILED VIA QB (by Cynthia) 
 "
"2372","06/04/2020 -  (by Cynthia) 
 "
"2373","06/05/2020 -  (by Michelle) 
 "
"2374","06/04/2020 -  (by Cynthia) 
 "
"2376","06/04/2020 -  (by Cynthia) 
 "
"2377","06/04/2020 -  (by Cynthia) 
 "
"2378","06/08/2020 -  (by Cynthia) 
 "
"2379","06/07/2020 - EMAILED DIRECTLY TO DCMG PER THEIR REQUEST (by Cynthia) 
 "
"2380","06/08/2020 -  (by Cynthia) 
 "
"2382","09/15/2020 - added note in alacnet requesting payment status .. (by Cynthia) 
 06/05/2020 -  (by Cynthia) 
 "
"2383","03/10/2021 -  (by Cynthia) 
03/10/2021 - emailed jerry for update on payment for both invoices (by Cynthia) 
01/07/2021 - recd call from jerry w/universal litigation team..he's reviewed our vendor acct & this file...advsd that he agrees as we shouldn't have to pursue small claims w/the insured based on our vendor status w/universal..he's forwarding all info the the AOB team for review/payment approval..he requested that if we don't hear back from them w/in 2 weeks to give him a call 954-309-0804  954 958-1200 ext 6386 (by Cynthia) 
01/07/2021 - 01/07/2021 - spoke to elvis w/cust svc advsd that this claim is in litigation and the new handler is Jerry Zee 954-309-0804 - lft him a message/lft the insured a message..emailed Jerry JZ0311@universalproperty.com cc the insured for status... (by Cynthia) (by Cynthia) 
01/07/2021 -  (by Cynthia) 
01/07/2021 - emailed adjuster for payment status (by Cynthia) 
06/07/2020 -  (by Cynthia) 
 "
"2384","02/16/2021 - recd email from heather w/fed nat  sccc24@fednat.com  Please be advised a  final payment has been processed as follows:
Coverage A EMS for tarping invoice  #3735 in the amount of $694.60 --to the coral springs office... (by Cynthia) 
02/09/2021 - emailed for status on payment (by Cynthia) 
01/13/2021 -  (by Cynthia) 
01/13/2021 - emailed claims and thomas for payment (by Cynthia) 
06/10/2020 -  (by Cynthia) 
 "
"2386","06/05/2020 -  (by Michelle) 
 "
"2387","06/08/2020 -  (by Cynthia) 
 "
"2388","06/05/2020 -  (by Michelle) 
 06/05/2020 -  (by Michelle) 
 "
"2389","06/08/2020 -  (by Cynthia) 
 "
"2390","06/09/2020 -  (by Cynthia) 
 "
"2391","06/05/2020 -  (by Cynthia) 
 "
"2392","06/08/2020 -  (by Cynthia) 
 "
"2393","01/14/2021 - RECD EMAIL FROM WALT W/INSURANCE ADVISING: No it has not been sent. The previous adjuster marked it as cashed and closed the claim. They are no longer with Frontline. I have created a activity for our process team to issue payment, and It will be handled. I apologize for the wait. Wheneverr something goes 45+ past due please email vendorhelp. I will make sure it gets handled (by Cynthia) 
01/13/2021 -  (by Cynthia) 
01/13/2021 -  (by Cynthia) 
01/13/2021 - per the frontline portal check was created on 10/01/2020..never received..emailed the adjuster lradcliff & vendorhelp for new payment to be issued.. (by Cynthia) 
06/05/2020 -  (by Cynthia) 
 "
"2394","06/09/2020 -  (by Cynthia) 
 "
"2395","06/07/2020 -  (by Cynthia) 
 "
"2396","08/07/2020 - The PAS Payment Request in the amount of $880.24 on claim 3300341096 for the named insured Edwin Wentworth, III has been processed. (by Cynthia) 
 06/05/2020 - SYMBILITY (by Cynthia) 
 "
"2398","06/05/2020 -  (by Michelle) 
 "
"2399","06/08/2020 -  (by Cynthia) 
 "
"2400","06/08/2020 -  (by Cynthia) 
 "
"2402","06/08/2020 -  (by Cynthia) 
 "
"2403","06/10/2020 -  (by Cynthia) 
 "
"2404","06/11/2020 -  (by Michelle) 
 "
"2406","01/25/2021 -  (by Cynthia) 
01/25/2021 -  (by Cynthia) 
01/25/2021 - added note in xactanalysis for payment status... (by Cynthia) 
06/09/2020 -  (by Cynthia) 
 "
"2407","06/05/2020 -  (by Cynthia) 
 "
"2408","06/05/2020 -  (by Michelle) 
 "
