"id","claim_number"
"3594","HO0120324690"
"3595","20LA00057435"
"3596","20TX00057397"
"3597","HO0120324705"
"3598","24082"
"3599","HO0120324715"
"3600","HO0120324687"
"3601","Claim #:	HO0120324724		Date of Loss:	08/27/20"
"3602","20-4225"
"3603","20-4223"
"3604","20-4233"
"3605","804268-201940-112300"
"3606","804268-201940-112300"
"3607","Claim #:	HO0120324759		Date of Loss:	08/27/20"
"3608","24074"
"3609","20-4234"
"3610","DF0520324770"
"3611","804463-201940-115700"
"3612","20-4238"
"3613","HO0120324777"
"3614","24106"
"3615","804527-201940-124802"
"3616","H32918"
"3617","804262-201940-123909"
"3618","804489-201940-122200"
"3619","24063"
"3620","24135"
"3621",
"3622",
"3623","HO0120324792"
"3624","MH0520324727"
"3625","HO0120324804"
"3626","20-4263"
"3627","804653-201940-020600"
"3628","804583-201940-012200"
"3629","HO0120324822"
"3630","804657-201940-020901"
"3631","804684-201940-022200"
"3632","20-4258"
"3633","20-4254"
"3634","804583-201940-012200"
"3635","XLA202000001788"
"3636","LA202000001846"
"3637","804357-201940-104600"
"3638","20-4276"
"3639","804410-201940-112100"
"3640","20LA00057630"
"3641","804698-201940-023300"
"3642","HO0120324811"
"3643","804664-201940-021501"
"3644","804326-201940-102002"
"3645","20LA00057606"
"3646","804379-201940-110100"
"3647","20LA00057573"
"3648","804468-201940-120200"
"3649","804421-201940-112700"
"3650","804789-201940-032400"
"3651","804317-201940"
"3652","804594-201940"
"3653","HO0120324840"
"3654","1810R214Z"
"3655","HO0120324846"
"3656","HO0120324862"
"3657","HO0120324896"
"3658","HO0120324906"
"3659","HO0120324914"
"3660","HO0120324919"
"3661","HO0120324930"
"3662","HO0120324748"
"3663","HO0120324956"
"3664","HO0120324751"
"3665","HO0120324952"
"3666","HO0120324884"
"3667","HO0120324769"
"3668","HO0120324968"
"3669","HO0120324978"
"3670","HO0120324774"
"3671","HO0120324768"
"3672","HO0120324991"
"3673","HO0120324995"
"3674","HO0120324800"
"3675","LA202000001826"
"3676","LA202000001834"
"3677","20LA00057398"
"3678","L202000001830"
"3679","HO0120324826"
"3680","HO0120325002"
"3681","CD1074271"
"3682","20LA00057482"
"3683","EDI939799"
"3684","MH0520324886"
"3685","HO0120325007"
"3686","20LA00057500"
"3687","HO0120325019"
"3688","HO0120325033"
"3689","HO0120325042"
"3691","HO0120325044"
"3692","HO0120325122"
"3693","HO0120325047"
"3694","HO0120325057"
"3695","HO0120325114"
"3696","20-4299"
"3697","HO0120325105"
"3698","2001TX23000396"
"3699","HO0120325083"
"3700","24242"
"3701","HO0120325061"
"3702","HO0120325066"
"3703","HO0120325070"
"3704","170100027049"
"3705","HO0120325085"
"3706","20LA00057663"
"3707","20-4324"
"3708","HO0120325074"
"3709","HO0120325083"
"3710","20LA00057703"
"3712","HO0120324874"
"3713","20TX00057721"
"3714","HO0120325150"
"3715","HO0120325159"
"3716","HO0120325173"
"3717","HO0120325175"
"3718","20-4348"
"3719","LA202000001891"
"3720","XLA202000001899"
"3721","LA20200000193"
"3722","XLA202000001899"
"3723","HO0120325235"
"3724","HO0120325237"
"3725","HO0120325247"
"3726","HO0120325215"
"3727","HO0120325203"
"3728","HO0120325251"
"3729","EN003702"
"3730","LA202000001878"
"3731","20LA00057715"
"3732","HO0120325249"
"3733","HO0120325262"
"3734","HO0120325281"
"3735","MH0520324985"
"3736","HO0120325275"
"3737","20-4314"
"3738","20LA00057684"
"3739","WO0520325078"
"3740","20LA00057783"
"3741","20 4341"
"3742","20LA00057662"
"3743","MH0520325099"
"3744","24161"
"3745","24237"
"3746","MH0520324879"
"3747","MHO520324859"
"3748","24176"
"3749",
"3750","HO0120325291"
"3751","HO0120325233"
"3752","HO0120324810"
"3753","HO0120325298"
"3754","HO0120325076"
"3755","24095"
"3756","HO0120325304"
"3757","HO0120325307"
"3758","HO0120325006"
"3759","HO0120325386"
"3760","HO0120325317"
"3761","HO0120325380"
"3762","HO0120325319"
"3763","HO0120325372"
"3764","HO0120325059"
"3765","HO0120325359"
"3766","HO0120324888"
"3767","HO0120325330"
"3768","HO0120324893"
"3769","20-0004259"
"3770","12345"
"3771","20-0004300"
"3772","HO0120325419"
"3773","HO0120325418"
"3774","HO0120325389"
"3775","HO0120325412"
"3776","HO0120325405"
"3777","HO0120325403"
"3778","HO0120325403"
"3779","0597973551"
"3780","HO0120324665"
"3781","HO0120325397"
"3782","HO0120325152"
"3783","0598004547"
"3784","20-4259"
"3785","20-0004300"
"3786","H02874927"
"3787","XLA202000001777"
"3788","HO0120325498"
"3789","HO2875887"
"3790","HO0120325425"
"3791",
"3792","HO0120325435"
"3793","HO0120324983"
"3794","HO0120325113"
"3795","HO0120325531"
"3796","HO0120325451"
"3797","HO0120325515"
"3798","HO0120325457"
"3799","HO0120325459"
"3800","HO0120325524"
"3801","HO0120325463"
"3802","HO0120325458"
"3803","HO0120325477"
"3804","HO0120325493"
"3806","20-4272"
"3807","HO0120325512"
"3808","HO0120325521"
"3809","HO0120325520"
"3810","HO0120325624"
"3811","HO0120325456"
"3812","HO0120325531"
"3813","HO0120325612"
"3814","HO0120325528"
"3815","HO0120325597"
"3816","HO0120325594"
"3817","HO0120325539"
"3818","20-4323"
"3819","HO0120325547"
"3820","HO0120325200"
"3821","HO0120325590"
"3822","HO0120325516"
"3823","HO0120325516"
"3824","HO0120325561"
"3825","HO0120325573"
"3826","HO0120325581"
"3827","HO0120325569"
"3828","HO0120325583"
"3829","17FLHOT0018629"
"3830","HO0120325640"
"3831","HO0120325660"
"3832","HO0120325669"
"3833","HO0120325675"
"3834","HO0120325688"
"3835","HO0120325696"
"3836","FL20-0122500-E317"
"3837",
"3838","0598175354"
"3839","FNL077817205"
"3840","20-4233"
"3841","FNL328209800"
"3842","HO0120325025"
"3843","HO0120326114"
"3844","HO0120326118"
"3845","HO0120325368"
"3846","HO0120326127"
"3847","HO0120326132"
"3848","HO0120326134"
"3849","HO0120324912"
"3850","HO0120326139"
"3851","HO0120325768"
"3852","HO0120325849"
"3853","HO0120325048"
"3854","HO0120325866"
"3855","HO0120325722"
"3856","HO0120325874"
"3857","HO0120325570"
"3858","HO0120325730"
"3859","HO0120325894"
"3860","HO0120325890"
"3861","18-10RI58R"
"3862","HO0120324882"
"3863","HO0120325351"
"3864","HO0120326146"
"3865","HO0120325917"
"3866","HO0120325923"
"3867","HO0120325924"
"3868","HO0120325932"
"3869","3377942641"
"3870","HO0120325092"
"3871","HO0120326160"
"3872","HO0120325724"
"3873","HO0120325953"
"3874","HO0120324827"
"3875","HO0120325969"
"3876","HO0120326026"
"3877","HO0120326174"
"3878","HO0120326162"
"3879","HO0120326050"
"3880","HO0120326072"
"3881","HO0120326083"
"3882","HO0120326177"
"3883","HO0120326089"
"3884","HO0120326095"
"3885","HO0120326107"
"3886","HO0120326109"
"3887","HP210599"
"3888","HO0120326185"
"3889","HO0120326186"
"3890","HO0120326136"
"3891","HO0120326187"
"3892","HO0120325365"
"3893","HO0120325365"
"3894","HO0120326213"
"3895","HO0120325209"
"3896","HO0120325209"
"3897","HO0120326220"
"3898","HO0120326217"
"3899","HO0120325341"
"3900","HO0120324857"
"3901","HO0120326237"
"3902","HO0120326233"
"3903","HO0120325627"
"3904","HO0120326264"
"3905","HO0120326259"
"3906","HO0120326268"
"3907","HO0120326272"
"3908","HO0120326287"
"3909","HO0120326301"
"3910","HO0120326305"
"3911","HO0120325488"
"3912","HO0120326312"
"3913","HO0120326316"
"3914","HO0120326317"
"3915","17FLHOT0018590"
"3916","HO0120326324"
"3917","HO0120325927"
"3918",": HO0120326330"
"3919","HO0120326350"
"3920","HO0120325666"
"3921","H33085"
"3922",
"3923","HO0120325503"
"3924","HO0120326355"
"3925","HO0120325506"
"3926","HO0120325505"
"3927",
"3928","HO0120325726"
"3929","HO0120324971"
"3930","HO0120326157"
"3931","HO0120325413"
"3932","HO0120326189"
"3933","20-4316"
"3934","HO0120326090"
"3935","HO0120326440"
"3936","HO0120325328"
"3937",
"3938","HO0120325946"
"3939","HO0120326444"
"3940","HO0120326348"
"3941","HO0120326457"
"3942","Claim #:	HO0520319791"
"3943","HO0120325802"
"3944","HO0120326405"
"3945","HO0120325298"
"3946","HO0120326433"
"3947","HO0120326436"
"3948","HO0120326464"
"3949","HO0120326481"
"3950","HO0120326308"
"3951","HO0120326461"
"3952","HO0120326475"
"3953","HO0120326496"
"3954","HO0120326500"
"3955","XLA202000001900"
"3956","HO0120326321"
"3957","H33739"
"3958","HO0120326412"
"3959","HO0120326491"
"3960","HO0120326328"
"3961","202727-17880"
"3962","HO0120326367"
"3963","HO0120326530"
"3964","HO0120326533"
"3965","HO0120327336"
"3966","HO0120326537"
"3967","HO0120326542"
"3968","HO0120325857"
"3969","HO0120325857"
"3970","HO0120326545"
"3971","HO0120327334"
"3972","HO0120325415"
"3973","HO0120325681"
"3974","HO0120326552"
"3975","HO0120312587"
"3976","HO0120326549"
"3977","HO0120326575"
"3978","HO0120326478"
"3979","HO0120326581"
"3980","HO0120326165"
"3981","HO0120326586"
"3982","HO0120326589"
"3983","HO0120326607"
"3984","HO0120326609"
"3985","HO0520324122"
"3986","HO0120326594"
"3987","HO0120326613"
"3988","HO0120326614"
"3989","HO0120325331"
"3990","HO0120326629"
"3991","HO0120326676"
"3992","HO0120326679"
"3993","HO0120325335"
"3994","HO0120326658"
"3995","HO0120326716"
"3996","3300345330"
"3997","HO0120326730"
"3998","HO0120326738"
"3999","HO0120326740"
"4000","HO0120326749"
"4001","HO0120326598"
"4002","38719"
"4003",
"4004","2139220-28"
"4005","OIC20200800736"
"4006","20-4233"
"4007","HO0520327400"
"4008","HO0120326598"
"4009","HO0520327241"
"4010","HO0120324873"
"4011","HO0120326624"
"4012","HO0120326800"
"4013","HO0120326809"
"4014","HO0120326731"
"4015","HO0120326856"
"4016","HO0120326861"
"4017","HO0120325988"
"4018","HO0120326836"
"4019","HO0120326867"
"4020","HO0120326782"
"4021","804489-201940-122200"
"4022","804489-201940-122200"
"4023","HO0120326930"
"4024","HO0120326962"
"4025","HO0120326962"
"4026","HO0120326974"
"4027","HO0120327008"
"4029","HO0120327015"
"4030","HO0120326391"
"4031","HO0120326998"
"4032","HO0120327040"
"4033","HO0120326695"
"4034","HO0120327076"
"4035","HO0120327080"
"4036","HO0120327101"
"4037","HO0120326715"
"4038","HO0120326638"
"4039","HO0120327107"
"4040","HO0120327111"
"4041","HO0120327154"
"4042","HO0120327023"
"4043","HO0120327095"
"4044","HO0120326916"
"4045","HO0120327189"
"4046","HO0120326985"
"4047","HO0120327243"
"4048","HO0120326840"
"4049","HO0120327251"
"4050","HO0120326001"
"4051","HO0120327202"
"4052","HO0120325750"
"4053","HO0120327309"
"4054","HO0120327309"
"4055","HO0120326409"
"4056","HO0120326890"
"4057","HO0520327401"
"4058","HO0120326631"
"4059","HO0120327515"
"4060","HO0120325418"
"4061","HO0120327597"
"4062","HO0120325230"
"4063","HO0120327192"
"4064","HO0120327337"
"4065","HO0120327653"
"4066","CHO-00030014"
"4067","12345"
"4068","HO0520324122"
"4069","204293"
"4071","H25728"
"4073","01000035221"
"4074",
"4075","HO0120326321"
"4076","HO0120327713"
"4077","HO0120327738"
"4078","HO0120327763"
"4079","HO0120327788"
"4080","690100047382"
"4081",
"4086","HO0120327743"
"4087","HO0120327819"
"4088","HO0120327707"
"4089","FPI216547"
"4090","HO0520327935"
"4091",
"4092","HO0520319049"
"4093","HO0120327733"
"4094","OIC20200700162"
"4095","XLA202000001900"
"4096","HO0120328050"
"4097","18-10RI58R"
"4098","123"
"4099","1810W5562"
"4100",
"4101",
"4102",
"4103",
"4104",
"4105","HO0120325664"
"4106","690100045572"
"4107","HO0120328138"
"4108","H33965"
"4109","OIC202006784"
"4110","HO0520328145"
"4111","2139220-28"
"4112","3300322464"
"4113","20769"
"4114","HO0120328165"
"4115","690100047879"
"4116","17FLHOT0018616"
"4117","770017-201013-104001"
"4118","204557"
"4119","HO0120326127"
"4120","HO0120325113"
"4121","202233"
"4122",
"4123","20LA00057663"
"4124","HO0120326185"
"4125","HO0120326629"
"4126","24135"
"4127","804489-201940-122200"
"4128","HO0120325624"
"4129","HO0120324687"
"4130","GP20201573"
"4131","CHO-00100525"
"4132","GM20200442"
"4133","24242"
"4134","GM20200432"
"4135","20LA00057573"
"4136","HO0120325435"
"4137","HO0120326685"
"4138","HO0120326976"
"4139","12345"
"4140",
"4141","H34030"
"4142","HO0120327302"
"4143","n/a"
"4145","HO0120325419"
"4146","HO0120328518"
"4147","HO0120325953"
"4148","HO0520319695"
"4149","HO0520319695"
"4150","3300350298"
"4151","3300348366"
"4152","OIC20200700720"
"4153","HO0120328537"
"4154","17FLHOV0018662"
"4155","17FLHOT0018642"
"4156","HO0120326586"
"4157","HO0120328488"
"4158","0131179"
"4159",
"4160",
"4161","0131179"
"4162","26061"
"4163","H34308"
"4164","3300350469"
"4165","25139"
"4166","CLM00542711"
"4167",
"4168","3300236377"
"4170","HO0120327008"
"4171","24169"
"4172","20 4341"
"4173","26156"
"4174","HO0120327746"
"4175","HO0520326584"
"4176","HO0120326439"
"4177","CLM00550671"
"4178","HO0120326675"
"4179","HO0520328351"
"4180","HO0520327241"
"4181","HO0520316024"
"4182","CHO-00100111"
"4183","H34200"
"4184","25675"
"4185","CL1154238852"
"4186","3300350762"
"4187","HO0120327024"
"4188",
"4189","3300344993"
"4190","HO0120326524"
"4191","0598212140"
"4192","GM20200447"
"4193",
"4194","HO0120326342"
"4195","HO0120325397"
"4196","130000872"
"4197",
"4198","FPI216775"
"4199","554"
"4200","0598295581"
"4201","21855806sys"
"4202","3300350869"
"4203","HO0120325459"
"4204","DF0520324770"
"4205",
"4206","HO0520327267"
"4207","Ho0520329088"
"4208","20-4254"
"4209","HO0120326355"
"4210","HO0120329098"
"4211","HO0120325624"
"4212","HO0120326301"
"4213","MH0520326325"
"4214",
"4215","3300350895"
"4216","0598280196"
"4217","0598647865"
"4218","0598211589"
"4219","CHO-00102140"
"4220","3300350897"
"4221","3300350899"
"4222",
"4223","21856059-SYS"
"4224","216931"
"4225","813062-201013-025900"
"4226",
"4227","940197"
"4228","HO0520328307"
"4229","3300350918"
"4230","3300350951"
"4231","0599650834"
"4232","0598004224"
"4233",
"4234","HO0120325397"
"4235","HO0520329162"
"4236","HO0520329148"
"4237",
"4238","HO0520312049"
"4239","HO0520329187"
"4240","HO0520329167"
"4241","HO0520329167"
"4242","CLM00554949"
"4243","HP210703"
"4244","804342-201940-103501"
"4245","DF0520329168"
"4246","CL1154238852"
"4247","3300351021"
"4248","HO0120327560"
"4249","25793"
"4250","LA20200000193"
"4251","H34404"
"4252","17FLHOT0018661"
"4253",
"4254",
"4255","CHO-00097473"
"4256","CHO-00102222"
"4257","HO0120324768"
"4258","3300351055"
"4259","HO0120327560"
"4260","940220"
"4261","216982"
"4262","25576"
"4263",
"4264","804379-201940-110100"
"4265",": 59-11F4-65Q"
"4266","H32362"
"4267","HO0120329327"
"4268","20LA00057663"
"4269","3300351170"
"4270","3300351156"
"4271","3300351153"
"4272","HO0520329129"
"4273","25650"
"4274","3300351054"
"4275","17FLHOV0018663"
"4276","HO0520329383"
"4277","HO0120329410"
"4278","HO0520329421"
"4279","HO0520329434"
"4280","GPH0081581"
"4281","HO0520329440"
"4282","HO0520329452"
"4283","GP20201644"
"4284",": 59-11F4-65Q"
"4285","205266"
"4286",
"4287","FL20-0133991"
"4288","HO0120329186"
"4289","0598281251"
"4290","2002FL22000373"
"4291","814415-201013-114800"
"4292","814478-201013-123500"
"4293",
"4294","3300351359"
"4295","3300351380"
"4296","3300351387"
"4297","3300351370"
"4298","3300351340"
"4299","3300351404"
"4300","3300351407"
"4301","3300351408"
"4302","3300351411"
"4303","3300351409"
"4304","3300351208"
"4305","3300351430"
"4306","3300351432"
"4307","3300351436"
"4308","H34956"
"4309","3300351389"
"4310","3300351389"
"4311","GP20201649"
"4312","3300351259"
"4313","DF0520329745"
"4314","3300351503"
"4315","HO0520329736"
"4316","3300351480"
"4317","814559-201013-014900"
"4318","HO0520329456"
"4319","814264-201013-094100"
"4320","SWYCBHO08297"
"4321","20FL00063865"
"4322","814559-201013-014900"
"4323","3300351559"
"4324","0600274005"
"4325","HO0520329880"
"4326","814234-201001"
"4327","H002340289"
"4328","HO0520329868"
"4329","20FL00063885"
"4330","3300351370"
"4331","40200922CC7-0001"
"4332","814331-200125-105202"
"4333","3300349157"
"4334","814368-201013-112201"
"4335","3300351277"
"4336","3300351599"
"4337","814377-201013-112702"
"4338","814419-201013-115601"
"4339","814451-201013-121501"
"4340","092020021156"
"4341","040520035893"
"4342","814484-201013-124100"
"4343","20FL00063985"
"4344","683-673059"
"4345","GP20201656"
"4346","3300351652"
"4347","3300351669"
"4348","HO0520329863"
"4349","HO0520329597"
"4350","HO0520329605"
"4351","SWYCBHO08341"
"4352","814693-201013-033601"
"4353","HO0520329611"
"4354","3620657 001"
"4355","043579610-01"
"4356","814388-201013"
"4357","FCNC1026138"
"4358","3300349028"
"4359","3300351687"
"4360","OIC20200800736"
"4361","HO0520329617"
"4362","(317) 797-0723"
"4363","HO0520329619"
"4364","HO0520329635"
"4365","HO0520329632"
"4366","FL-019-267"
"4367",
"4369","SWYCBHO08392"
"4370","HO0120329612"
"4371","SWYCBHO08393"
"4372","3300351724"
"4373","SWYCBHO08331"
"4374","814729-201001-040600"
"4375","SWYCBHO08410"
"4376","HO0120329663"
"4377","SWYCBHO08422"
"4378","814774-201013-043100"
"4379","SWYCBHO08399"
"4380","HO0520329680"
"4381","SWYCBHO08358"
"4382","SWYCBHO08426"
"4383","SWYCBHO08514"
"4384","SWYCBHO08515"
"4385","SWYCBHO08359"
"4386","SWYCBHO08401"
"4387","SWYCBHO08453"
"4388","HO0120329692"
"4389","HO0520329690"
"4390","HO0120329710"
"4391","SWYCBHO08438"
"4392","HO0520329733"
"4393","HO0520329751"
"4394","HO0520329771"
"4395","HO0520329775"
"4396","HO0520329783"
"4397","HO0520329793"
"4398","814599-200125-021801"
"4399","HO0520329810"
"4400","HO0520329823"
"4401","CLM00555141"
"4402","HO0520329827"
"4403","HO0520329830"
"4404","HO0520329841"
"4405","HO0520329853"
"4406","814815-201013-060500"
"4407","HO0520330112"
"4408","814901-201013-063001"
"4409","HO0520329894"
"4410","HO0520329918"
"4411","HO0120329929"
"4412","814866-201013-055800"
"4413","814834-201013-073901"
"4414","814376-201013-064804"
"4415","814712-201013-074701"
"4416","814961-201013-080000"
"4417","3300351822"
"4418","3300351289"
"4419","3300351837"
"4420","21858559-SYS"
"4421","3300351882"
"4422","3300351880"
"4423","3300351895"
"4424","HO0520330081"
"4425","HO0520329936"
"4426","HO0520329956"
"4427","HO0120329958"
"4428","HO0520329971"
"4429",
"4430","HO0520329985"
"4431","HO0520330001"
"4432","HO0520330065"
"4433","HO0520330069"
"4434","HO0520330069"
"4435","814966-201013-083900"
"4436","HO0120330175"
"4437","3300351924"
"4438","oint contact is brother Rich Frank, alternate contact is tenant of property, Alex (homeowner is unsure of last name). Homeowner is out of the country currently. Standing water: Tenant reporte"
"4439","DF0520330207"
"4440","21858655-SYS"
"4441","HO0520330228"
"4442","21858656-SYS"
"4443","HO0520329462"
"4444","HO0520329650"
"4445","3300351933"
"4446","CLM00555149"
"4447","HO0520329489"
"4448","HO0520329593"
"4449","HO0520329557"
"4450","HO0520329547"
"4451","43762"
"4452","HO0520329536"
"4453","HO0520329540"
"4454","HO0520329529"
"4455","AL-004-377"
"4456","HO0120329473"
"4457","HO0520329482"
"4458","HO0120329487"
"4459","HO0120329504"
"4460","00172524"
"4461","HO0120329509"
"4462","HO0520329523"
"4463","HO0520330240"
"4464","814515-201013-011300"
"4465","940585"
"4466","814765-200125-042600"
"4467","EDI940574-00"
"4468","HO0520321346"
"4469","EDI940636-00"
"4470","GP20201720"
"4471","GP20201667"
"4472","GP20201769"
"4473","20FL00064024"
"4474","20FL00064102"
"4475","814755-201001-042100"
"4476","814883-201013-061001"
"4477","20FL00064315"
"4478","814888-201013-061701"
"4479","814919-201013-070003"
"4480","HO0520330259"
"4481","HO0520329736"
"4482","HO0520330268"
"4483","HO0120329750"
"4484","3300352007"
"4485","814664-201013"
"4486","HO0520330112"
"4487","HO0520330283"
"4488","3300352020"
"4489","HO0520330288"
"4490","HO0520330303"
"4491","3300352062"
"4492","3300352080"
"4493","3300352214"
"4494","205425"
"4495","20-5303"
"4496","3300352219"
"4497","3300352191"
"4498","3300352093"
"4499","3300352028"
"4500","3300352124"
"4501","3300352127"
"4502","3300352141"
"4503","815158-201013-103302"
"4504","3300352060"
"4505","814224-200125-045500"
"4506","CLM00555172"
"4507","3300352115"
"4508","CLM00555056"
"4509","3300352228"
"4510","815261-201013-113504"
"4511","3300352223"
"4512","815266-201013-113800"
"4513","3300352297"
"4514","3300352253"
"4515","CHO-00102386"
"4516","3300352394"
"4517","20FL00064309"
"4518","3300352456"
"4519","3300352091,"
"4520","815158-201013-103302"
"4521","3300352141"
"4522","GT19200091"
"4523","3300351147"
"4524","3300351754"
"4525","3300351241"
"4526","HO0520323916"
"4527","HO0120330606"
"4528",
"4529","217076"
"4530","HO0520329162"
"4531","3300351570"
"4532","HO0520330010"
"4533","HO0520330268"
"4534","HO0120330928"
"4535","DF0520331019"
"4536","HO0120329518"
"4537","HO0520331034"
"4538","H34956"
"4539","HO0520331048"
"4540",
"4541","HO0520331068"
"4542","3300351260"
"4543","HO0520331098"
"4544","3300351265"
"4545","HO0520331113"
"4546","HO0520331249"
"4547","20FL00064444"
"4548","HO0520330197"
"4549","814425-201013-115900"
"4550","HO0520330010"
"4551",
"4552","HO0120330030"
"4553","HO0520330045"
"4554","HO0520330318"
"4555","3300351502"
"4556","HO0520330288"
"4557","HO0120327695"
"4558","HO0120330337"
"4559","24361290-002"
"4560","HO0120330365"
"4561","HO0520330382"
"4562","HO0120330435"
"4563","HO0520330460"
"4564","HO0520330481"
"4565","3300351654"
"4566","HO0520330485"
"4567","HO0520330522"
"4568","HO0520330556"
"4569","HO0520330584"
"4570","HO0520330590"
"4571","3300351729"
"4572","HO0520330593"
"4573","3300351787"
"4574","HO0120330606"
"4575","HO0520330629"
"4576","814866-201013-055800"
"4577","DF0520330627"
"4578","HO0520330649"
"4579","HO0520330658"
"4580","3300351854"
"4581","DF0520330670"
"4582","HO0520329753"
"4583","DF0520330698"
"4584","HO0520330724"
"4585","HO0120330728"
"4586","HO0520330725"
"4587","3300352137"
"4588","DF0520330757"
"4589","3300352137"
"4590","HO0120330772"
"4591","HO0520330815"
"4592","HO0520330846"
"4593","HO0520330861"
"4594","814766-201013-122300"
"4595","HO0520330886"
"4596","HO0520330897"
"4597","HO0120330921"
"4598","HO0520330950"
"4599","3300352409"
"4600","HO0520330948"
"4601","HO0520329604"
"4602","815455-201013-013200"
"4603","HO0520331034"
"4604","HO0520331048"
"4605","HO052033072"
"4606","20FL00064922"
"4607","HO0520331238"
"4608","HO0520331133"
"4609","20FL00064444"
"4610","3300352393"
"4611","HO0520331223"
"4612","20FL00064451"
"4613","3300352486"
"4614","21859194-SYS"
"4615","20FL00064429"
"4616","3300352489"
"4617","815533-201013-022500"
"4618","3300349045"
"4619","047520021898"
"4620","815825-201013-063003"
"4621","20FL00064478"
"4622","815540-201013-023004"
"4623","21859194-SYS"
"4624","816206-200125-010700"
"4625","3300351308"
"4626","20FL00064295"
"4627","20FL00064307"
"4628","3300352547"
"4629","20FL00064282"
"4630","2002fl24002093"
"4631","815249-201013-112900"
"4632","21859278-SYS"
"4633","3300352547"
"4634","205589"
"4635","815466-201013-014100"
"4636","3300351542"
"4637","815501-201013-020400"
"4638","2002FL24002060"
"4639","20FL00064984"
"4640","3300352696"
"4641","20FL00064614"
"4642","3300352686"
"4643","20FL00064668"
"4644","3300351610"
"4645","3300352658"
"4646","CLM00555268"
"4647","3300345763"
"4648","815404-200125-010200"
"4649","610100006926"
"4650","3300352812"
"4651","HO0520331625"
"4652","815983-200125-101900"
"4653","815743-201013-045701"
"4654","3300352734"
"4655","3300352944"
"4656","3300351649"
"4657","3300353055"
"4658","814619-201013-023200"
"4659","402009235E4-0001"
"4660","3300351320"
"4661","3300353216"
"4662","3300353086"
"4663","816206-200125-010700"
"4664","3300353118"
"4665","3300353103"
"4666","3300353084"
"4667","769939N"
"4668","3300351153"
"4669","3300353045"
"4670","815983-200125-101900"
"4671","HO0520331321"
"4672","20FL00064309"
"4673","814766-201013-122300"
"4674","20FL00064752"
"4675","20FL00064222"
"4676","HO0520325629"
"4677","040520036000"
"4678","HCI-905667"
"4679","Claim Number: 	HCI-905907"
"4680","20FL00064915"
"4681","816190-200125-125300"
"4682","H35333"
"4683","205786"
"4684","DF0520331332"
"4685","DF0520331357"
"4686","HO0120329822"
"4687","FILENO: HO0520331398"
"4688",": HO0520329800"
"4689","HO0520331434"
"4690","HO0520330072"
"4691","HO0520331440"
"4692","GP20201712"
"4693","HO0520331451"
"4694","HO0520330643"
"4695","HO0520331457"
"4696","HO0520331456"
"4697","HO0520331467"
"4698","HO0520331470"
"4699","HO0520331486"
"4700","HO0120331495"
"4701","HO0520331504"
"4702","HO0120331513"
"4703","HO0520331542"
"4704","HO0520331538"
"4705","DF0520331556"
"4706","HO0520331559"
"4707","807166-201940-111200"
"4708","HO0520331581"
"4709","HO0520331581"
"4710","DF0520331895"
"4711","HO0520331893"
"4712","20FL00064496"
"4713","20FL00064984"
"4714","HO0120330084"
"4715","DF0520331177"
"4716","HO0520331882"
"4717","HO0520330102"
"4718","HO0520329448"
"4719","HO0520331855"
"4720","HO0520331828"
"4721","HO0520331827"
"4722","FCNC1026164"
"4723","HO0120330060"
"4724","20FL00064977"
"4725","2002FL24002111"
"4726","20FL00063970"
"4727","HO0520331808"
"4728","20FL00065009"
"4729","816271-200125-020600"
"4730","20FL00064860"
"4731","HO0520331787"
"4732","GP20202291"
"4733","20FL00065040"
"4734","HO0120331783"
"4735","HO0520331768"
"4736","HO0520329642"
"4737","HO0520329988"
"4738","HO0520329989"
"4739","HO0120331728"
"4740","HO0520331720"
"4741","205867"
"4742","01000036278"
"4743","HO0520331706"
"4744","HO0520321805"
"4745","HO0520330509"
"4746","DF0520331696"
"4747","GP20201634"
"4748","HO0520331698"
"4749","17FLHOT0018692"
"4750","HO0520331658"
"4751","WO0520329268"
"4752","HO0520331643"
"4753","HO0520331634"
"4754","20FL00065035"
"4755","HO0120330129"
"4756","20FL00065115"
"4757","HO0520331625"
"4758","815899-200125-123900"
"4759","HO0520331619"
"4760","HO0520331609"
"4761","HO0520329687"
"4762","HO0520331601"
"4763","HO0520329656"
"4764","HO0120331578"
"4765","HO0120331534"
"4766","HO0120327798"
"4767","DF0520331972"
"4768","HO0520331938"
"4769","HO0120331287"
"4770","HO0520330444"
"4771","HO0520331918"
"4772","HO0520332013"
"4773","HCI-905473"
"4774","EDI 940734"
"4775","0598281251"
"4776","3300353269"
"4777","Number:	3300353420"
"4778","3300353441"
"4779","3300353497"
"4780","3300351866"
"4781","3300351834"
"4782","3300353530"
"4783","816476-201013-052800"
"4784","3300353538"
"4785","3300353550"
"4786","3300353445"
"4787","3300353358"
"4788","816067-201013-062500"
"4789","Number:	CLM00555135"
"4790","816532-200125-065700"
"4791","3300353390"
"4792","3300353388,"
"4793","20FL00064024"
"4794","20FL00064024"
"4795","690100047382"
"4796","HO0120331185"
"4797","HO0520315833"
"4798","HO0520331370"
"4799","HO0520330554"
"4800","SWYCBHO08412"
"4801","SWYCBHO09796"
"4802","3300353507"
"4803","SWYCBHO08410"
"4804","SWYCBHO09800"
"4805","3300353274"
"4806","815249-201013-112900"
"4807","3300353574"
"4808","3300353590"
"4809","SWYCBHO09798"
"4810","SWYCBHO09795"
"4811","SWYCBHO08396"
