"id","payment_info"
"3220","Paid in full Chk#5136783
fees manually deducted"
"3221","MANUALLY DEDUCTED FEE: $78.77   RECD UPC CK#5137327 $984.64"
"3222","MANUALLY DEDUCTED FEE: $86.73  RECD VIA ACH SFCR LLC EPAY $1084.18-SEDGWICK"
"3230","MANUALLY DEDUCTED FEE: $72.36   RECD UPC CK#5137336 $904.54"
"3231","LESS FEES: $356.40  CK#0006280584"
"3234","LESS DCMG FEE: $104.89  CK#1887"
"3235","Paid 1693.41  on check # 2575525"
"3236","LESS FEE: $17.78  ACH"
"3237","Paid via Quickbooks"
"3239","MANUALLY DEDUCTED SEDG FEE: $227.69  RECD UP CK#5138859 $2846.07"
"3242","Check paid in full - Chk#5137085
Deduct manual fees"
"3245","LESS FEE: $35.55 ACH"
"3248","FOUND IN QB PAID"
"3249","VIA ACH LESS SEDGWICK FEE $82.58
ADVSD MICHELLE IF THEY BILLED US FOR THE FEE AS WELL-I'LL EMAIL THEM ADVISING-REQUESTING CREDIT"
"3251","Check paid in full. check #5136847
Manually deducted fees"
"3254","LESS DCMG FEE: $188.54 CK#1887"
"3261","MANUALLY DEDUCTED FEE: $70.11  RECD UPC CK#5143797 $876.33"
"3262","ACH"
"3264","QB customer paid directly"
"3265","UPC CK#5165620"
"3269","LIGHTHOUSE CK#5075836"
"3276","RECD UPC CK#5138405 $36.65
SEDG FEE NOT DEDUCTED ON THIS PAYMENT..EMAILED CLAIMS/DA FOR STATUS ON REMAINING BALANCE...
RECD UPC CK#5163690 $292.03"
"3278","ACICF CK#808560"
"3279","LESS FEE: $119.05 ACH"
"3281","Check # 5069014 is paid in full - $1,069.68"
"3282","fee 8.75 - taken from check"
"3285","paid on check # 5068061"
"3286","Paid via Mastercard....	
Your transaction ID for this payment is: PH0073627800"
"3290","CK #94790 FROM PREPARED"
"3291","NO SEDGWICK FEE LISTED TO DEDUCT...RECD UPC CK#5137483 $1167.04"
"3292","ACH"
"3293","LESS FEE: 136.99 ACH"
"3294","LIGHTHOUSE CK#5072031"
"3295","LESS ALACRITY FEE: $119.10"
"3296","UPC CK#5083511 $1607.22 MANUALLY DEDUCTED FEE..$128.58"
"3301","ACH LESS SEDGWICK FEE: $87.04"
"3305","Sedgwick fee 170.56"
"3306","ck 1085278"
"3310","UPC CK#5164603"
"3311","ACH LESS ALACRITY FEE: $52.05"
"3312","PAID VIA QB CC"
"3313","per bank deposit on 9/21 ck processed..not updated in system.."
"3315","CK#76245"
"3317","VIA QB CC DISCOVER 9368"
"3323","UPC CK#5082770 $2664.12 MANUALLY DEDUCTED FEE $223.34"
"3324","recd notification pyment processed in bank acct 9/21 not in systems..updating now.."
"3326","LESS FEE 202.05  ACH"
"3327","LESS DCMG FEE: $66.33 CK#1887"
"3328","9/28/2020 VIA QB CC
10/01/2020 VIA QB CC"
"3332","VOIDED INVOICE"
"3334","PAID 2359.03 CHECK # 910033966"
"3336","Paid via check # 9541 1619.29"
"3337","LM CK#50729332"
"3339","MANUALLY DEDUCTED FEE: $15.00  LIBERTY MUTUAL CK#51809305 $150.00"
"3340","LIBERTY MUTUAL CK#50740790"
"3341","FP CK#00496966"
"3342","LIBERTY MUTUAL CK#50704203"
"3344","CHUB CK#5052115  $14507.68  MANUALLY DEDUCTED SEDG FEE: $1160.61"
"3345","Paid !75 on check # 13195815"
"3350","sedg fee 319.24"
"3354","Paid on check # 9426"
"3356","$150 PAYMENT MINUS $15 SEDGWICK FEE"
"3358","RECD ELECTRONIC EMAIL ADVISING PAYMENT OF $1500.00 
RECD CK #5090333 FOR $393.41 DEBRIS REMOVAL FROM CHUBB
PAYMENT IN QB IN PAYROLL ACCT ON 8/18/2020 SHOWING"
"3362","ACH LESS ALACRITY FEE: $140.72"
"3363","MANUALLY DEDUCTED FEE: $225.29  RECD UPC CK#5137625 $2816.14"
"3364","ACH"
"3365","ACH"
"3367","MANUALLY DEDUCTED FEE: $162.36  RECD UPC CK#5137296 $2029.54"
"3368","UPC CK#5140872"
"3369","ACH LESS ALACRITY FEE: $63.96"
"3370","CHUBB CK#5040773"
"3373","Sedgwick fee used 8%  $90.73"
"3376","ACH"
"3377","MANUALLY DEDUCTED FEE: $10.00  RECD UPC CK#5137286 $125.00"
"3378","ACH  LESS ALACRITY FEE: $41.84"
"3379","ACH FROM CHUBB (FEDERAL INSURANCE NAC852123)"
"3380","Sedwgwick $94.49"
"3383","VIA ACH SEDGWICK LESS FEE: $12.50"
"3384","Paid in full - Chk# 0000009202
Fees Manually deducted"
"3385","Paid 2765.86 on check # 9425
incorrect amount in billed/pymnt as they paid the original invoiced amount..amount paid should have been $2590.31..adding the difference now"
"3386","Less 187.20 fee"
"3387","MANUALLY DEDUCTED FEE $261.75  
LIBERTY MUTUAL CK#51237289"
"3388","MANUALLY DEDUCTED FEE: $255.86 RECD CK#5137945 FROM UPC $3198.31"
"3389","ACH  LESS ALACRITY FEE: $134.91"
"3392","LESS FEE: 36.50  ACH"
"3402","ACH"
"3404","Paid 1943.58 on check # 8979"
"3405","LESS FEE  247.50"
"3406","CC VIA QB"
"3407","MANUALLY DEDUCTED SEDG FEE: $50.05  RECD CK#0910034692 FROM NEW JERSEY SKYLANDS INSURANCE.."
"3411","less sedgwick fee: $12.50  8/10 savings"
"3412","ck 804900"
"3414","sedgwick fee paid 227.29"
"3415","recd payment direct from the insured via QB cc $1500.00 manually deducted fee"
"3419","ACH"
"3421","LESS FEE: $113.85 CK#1637"
"3423","FOUND IN QB PAID VIA QB CC"
"3426","AMERICAN INTEG CK#0000643483
Alacrity fee $13.75  (overcharged fees of 472.80 and 9.95, Michelle is fixing this discrepancy)"
"3428","ACH  LESS ALACRITY FEE: $93.17"
"3431","LESS TRADESPLUS FEE: $81.55  EFT"
"3432","MANUALLY DEDUCTED FEE:$37.21  AAA CK#814988"
"3436","Paid 5686.53 on check # 9254"
"3437","SERVICE CALL 229.81 WASN'T APPROVED/UPLOADED...PIF"
"3438","ach"
"3439","Preferred fee billed 01/4/21 - 19.08"
"3440","ACH LESS ALACRITY FEE: $33.83"
"3442","CK#0910030314"
"3443","PER INDIA W/FED NAT THIS WAS PAID ON 8/20/2020 CASHED ON 8/27/2020 CK#1063249 (MAILED TO 4100 N POWERLINE RD)"
"3444","ACH"
"3445","LIBERTY MUTUAL CK #50692876"
"3449","08/21/2020 RECD LM CK#50685177 $2442.70 LESS DEDUCTIBLE ETC $656
EMAILED INVOICE W/RB TO INSIRED

03/29/2021 RECD LM CK#52465130 $269.42  INSURED IS SENDING THE REMAINING BALANCE OF $386.86
04/05/20201 RECD 3RD & FINAL PAYMENT FROM INSURED: CK#297  $386.86"
"3452","ACH"
"3454","ACH"
"3456","ACH"
"3457","CK#1436"
"3458","Sedgwick 151.37"
"3459","ACH"
"3464","CK 0786 56.52"
"3465","ACH"
"3466","LESS ALACRITY FEE: $84.61  ACH"
"3468","ACH LESS TRADES PLUS FEE: $68.78"
"3473","payment was processed on 9/17 not updated in Kruger...less fee"
"3475","fee 65.46"
"3481","ACH"
"3487","ACH"
"3488","Preferred fee 61.92 - paid check 0849"
"3490","MANUALLY DEDUCTED ALACRITY FEE: $493.74  AUTOCLUB CK#796084"
"3492","ACH"
"3494","ACH"
"3495","ACH"
"3499","SUPER CK#26759"
"3506","NO FEE CHARGE FROM PREFERRED CK#3302"
"3508","showing paid in QB 9/17"
"3509","ACH"
"3514","LESS ALACRITY FEE: $77.11"
"3515","Preferred fee 134.40 - pd ck 0849"
"3516","SF CK#1148030"
"3517","Preferred Fee $114.48"
"3520","ACH LESS CODE BLUE FEE: $132.73"
"3522","Fee 19.87"
"3524","EFT LESS TRADES PLUS FEE $45.09"
"3527","qb shows paid on 9/4/2020"
"3528","ACH"
"3529","CK#006543"
"3530","ACH"
"3532","LESS ALACRITY FEE: $112.17"
"3534","ACH"
"3535","ACH"
"3537","RECD PARTIAL LESS ALACRITY FEE: $57.34--REQUESTED RB FOR THIS INSPECTION..adj per alacrity fee$279.00"
"3539","ck 1137866"
"3543","ck 801366"
"3544","CK #006382"
"3548","ACH"
"3549","MANUALLY DEDUCTED FEE: $12.00 UPC CK#149646 $150.00"
"3550","LESS ALACRITY FEE: $32.14  EFT"
"3552","EDISON CK#00099827"
"3553","ACH"
"3554","VIA QB CC ENDING 9825"
"3557","EFT"
"3560","CK#006543"
"3561","ck 801366"
"3562","LESS ALACRITY FEE: $83.25"
"3566","ACH"
"3571","VIA CC QB"
"3572","PER NOTES IN QB $6500 RECD IN FULL..."
"3578","ACH LESS SEDGWICK FEE: $33.32"
"3581","ACH"
"3583","LESS FEE: $92.45
FINAL PAYMETN LESS FEE: $187.28
ALL FEES WERE DEDUCTED FROM THE PAYMENT"
"3586","RECD UPC/FAMILY SECURITY CHECK #155792  REF OTHER CLAIM #20LA00057573 SCOTT & TIFFANY ROGERS"
"3589","piad ck 5102835"
"3595","MANUALLY DEDUCTED SEDG FEE: $10.00  RECD UPC CK#5142156 $125.00"
"3601","SHOWS PAID ON 9/13/2020"
"3604","BANKERS CK#0008766"
"3608","Fee 167.40"
"3609","BANKERS CK#0008767"
"3611","ck 0183959 ck for amount in full."
"3612","BANKERS CK#0009132"
"3614","Fee 102.24"
"3616","ACH"
"3618","CK 0179966"
"3619","Preferred fee 166.14 - pd ck 0849"
"3633","BANKERS CK#0008804"
"3635","LIGHTHOUSE CK#412428"
"3641","CK 0179187"
"3643","ck posted in bank on 9/17/2020 never applied to QB or Kruger.."
"3644","Paid on check # 0192548 less 17.50 sedgwick fee"
"3651","UPC CK#0179570"
"3652","Paid 8359 - 668.72 sedgwick fee on check # 019261"
"3654","ach from sedgwick..less fee $162.06"
"3657","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3662","PAID ON 9/13/2020 NEVER UPDATED"
"3675","Check in Full - Chk# 5068982
Manually deduct fees"
"3676","Paid $1,678.64 less 134.29 sedgwick fee"
"3678","Check #5068770 in full - $3,692.30"
"3680","SECC paid $5891.00 09/25/2020 & $2905.00 07/20/2021 leaving a credit of $581.00.
They listed Inv 4596 on spreadsheet, cannot find any documentation with that invoice #, Invoice sent to them 4723."
"3706","MANUALLY DEDUCTED FEE: $290.42  UP CK#149521 $3630.30"
"3721","Paid on check # 410369"
"3729","PER QB RECD CK..MANUALLY DEDUCTED FEE: $268.80"
"3730","Check# 5068772  Paid in Full - $2,886.30"
"3743","LESS PREFERRED FEE: $6.25 CK#1924"
"3746","Preferred fee 169.63 - Paid by check"
"3748","LESS PREFERRED FEE: $252.44  PREFERRED CK#1864"
"3761","savings..8/18"
"3762","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3829","dcmg fee 157.41"
"3837","ACH"
"3851","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3860","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3875","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3881","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3886","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3887","ACH"
"3909","EMAILED JESSICA W/REPORT REGARDING PARTIAL PAYMENT"
"3913","EMAILED JESSICA W/REPORT ADVISING OF PARTIAL PAYMENT"
"3915","dcmg fee 44.00"
"3921","ACH"
"3925","EMAILED JESSICA W/REPORT ADVISING OF PARTIAL PAYMENT"
"3931","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3933","BANKERS CK#0008768"
"3955","LIGHTHOUSE CK#404088 $3914.03 MANUALLY DEDUCTED FEE $313.12"
"3957","ACH"
"3961","ACH"
"3964","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"3976","ach..emailed barbara"
"4002","SAFEPOINT CK#4004406"
"4007","per qb"
"4009","FEDNAT CK#1156567"
"4026","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"4030","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"4063","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"4066","Preferred fees - 120.60 - pd ck 0849"
"4080","via qb cc"
"4093","Partial Payment - Tiffany"
"4094","Per Gus agreement w/Matt w/Rescue 911 as no charge for this"
"4096","EMAILED JESSICA/BARBARA REG PARTIAL PYMNT"
"4097","duplicate.."
"4101","ACH"
"4106","ck 38460
Paid DCMG fee 49.50 01/15/21"
"4108","ACH"
"4110","EMAILED TONY/JESSICA & BARBARA REGARDING PARTIAL PAYMENT=RB DUE"
"4112","ACH 09/10"
"4116","49.50 Taken from check"
"4117","ACH"
"4121","LESS TRADESPLUS FEE: $84.89  ACH"
"4130","GULFSTREAM CK#0000123510"
"4131","LESS PREFERRED FEE: $12.50 CK#2765"
"4140","FOUND VIA QB MOBILE DEPOSIT..ON 10/20/20..NEVER APPLIED.."
"4141","ACH"
"4152","qb showing this was paid on 9/17/2020"
"4162","LESS PREFERRED FEE: $44.93 CK#1283"
"4163","ACH"
"4164","LESS ALACRITY FEE: $139.59"
"4165","ck 0786 - fees 90.00"
"4167","via qb"
"4168","LESS ALACRITY FEE: $135.79  EFT"
"4173","Fee 9.56"
"4177","AAA CK#824774"
"4179","FEDNAT CK#1172278"
"4180","FEDNAT CK#1156568"
"4183","ACH"
"4184","preferred fee 120.00"
"4188","VIA QB"
"4189","Alacrity Vendor Fee $141.95"
"4191","ACH LESS ALACRITY FEE: $148.26"
"4192","GULFSTREAM CK#81025"
"4196","ck 1301"
"4199","ACH"
"4201","ACH ALACRITY LESS FEE: $87.10"
"4202","ACH ALACRITY LESS FEE: $92.45"
"4205","via QB"
"4206","LESS PREFERRED FEE: $194.76 CK#1924"
"4213","LESS PREFERRED FEE: $96.84 CK#1924"
"4214","CK#27108"
"4215","ACH LESS ALACRITY FEE: $101.38"
"4219","LESS ALACIRITY/NEXXUS FEE: $116.77"
"4220","ACH LESS ALACRITY FEE $65.27"
"4223","VIA QB CC"
"4224","ck 00486827"
"4225","CK 13177638"
"4229","LESS ALACRITY FEE: $88.49"
"4230","CLAIM DENIED AGREED TO FLAT $1500.00  ALACRITY FEE: $92.45"
"4232","ACH LESS ALACRITY FEE: $321.04"
"4242","Paid by check 799201 - 09/29"
"4244","ASI CK#0196336"
"4246","VAULT CK#0000002633"
"4247","LESS ALACRITY FEE: $63.99"
"4253","CK#21985"
"4254","RYTECH CK#4492"
"4255","PREFERRED REPAIR FEE: $54.36  CK#2057"
"4258","ACH LESS ALACRITY FEE: $76.80"
"4260","ck for full amount 00103325"
"4261","CK#006328"
"4264","CK 0182252
Sedgwick fee $28.00"
"4265","CHECK #22301"
"4269","ACH LESS ALACRITY FEE: $88.60"
"4270","LESS ALACRITY FEE: $57.14"
"4271","recd ach from alacrity $600.00 less fees: $33.00 for partial payment on tarp invoice..requesting another payment as claim was denied..
LESS FINAL PAYMENT ALACRITY FEE: $144.38"
"4273","preferred fee 103.50"
"4274","LESS ALACRITY FEE: $57.14"
"4276","ACH"
"4280","GULF CK#0000122959"
"4284","PER GUS $300.00 CREDIT ISSUED IN OCTOBER-WASN'T APPLIED TO ANY INVOICES..RECD CK#22301 $150.00 OVER APPLIED TO THIS INVOICE..  ACCT IS NOW PIF"
"4285","ACH  LESS TRADESPLUS FEE: $50.29"
"4287","CK#4199"
"4289","ACH LESS ALACRITY FEE: $481.23"
"4290","UINA CK# 340175832"
"4291","ck 13181342"
"4292","ck paid in full 13183499"
"4294","ACH ALACRITY LESS FEE: $165.77"
"4295","LESS ALACRITY FEE: $165.77"
"4296","ck 0005809943
Alacrity Fee $9.95 and 155.82"
"4297","CK 8508551
Alacrity Fee $165.77"
"4302","LESS ALACRITY FEE: $165.77"
"4303","LESS ALACRITY FEE: $165.77  EFT"
"4305","ACH LESS ALACRITY FEE: $165.77"
"4306","ACH  LESS ALACRITY FEE: $165.77"
"4307","LESS ALACRITY FEE: $146.19"
"4309","ALACRITY ACH LESS FEE: $165.77"
"4311","GULFSTREAM CK#0000134796"
"4312","ACH LESS ALACRITY FEE: $135.52"
"4314","ACH LESS ALACRITY FEE: $165.77"
"4316","ACH LESS ALACRITY FEE: $165.77"
"4317","Check 13197586"
"4319","Paid check # 13196376"
"4320","LESS PREFERRED FEE: $147.96 CK#1924"
"4321","UPC CK#149519"
"4323","Alacrity Fee $92.45
MANUALLY DEDUCTED FEE: $92.45 RECD CK#0008521739 FROM TOWER HILL $1333.00"
"4326","Paid 1074.34 on check # 1757278"
"4327","LESS ALACRITY FEE: $135.52"
"4329","ck 5091992"
"4331","ACH LESS SEDGWICK FEE: $113.90"
"4332","Paid check # 1757262 1203.64"
"4335","ACH LESS ALACRITY FEE: $165.77"
"4339","MANUALLY DEDUCTED FEE: $394.16  RECD ASI CK#13201083 $4927.00"
"4342","SEDGWICK VIA ACH LESS FEE: $402.80"
"4343","Check paid in full- Chk#5136805
Manually Deducted fees"
"4344","VIA QB CC"
"4345","GULFSTREAM CK#0000134685"
"4346","Paid in full via check 2833.00
Alacrity fee $165.77"
"4347","ACH LESS ALACRITY FEE: $165.77"
"4352","check for full amount 3010.00"
"4366","VIA QB"
"4367","via qb cc"
"4371","Fee 370.31"
"4372","ACH LESS ALACRITY FEE: $165.77"
"4378","MANUALLY DEDUCTED ALACNET FEE: $179.96  RECD ASI CK#13200266 $3091.00"
"4383","Preferred Fee 58.32"
"4391","LESS PREFERRED FEE: $228.10 CK#1924"
"4401","ck 802267 in full"
"4406","ck 31800893"
"4408","Check paid in full - Check # 13197679
Manually deducted fees"
"4413","Paid 2200 on check # 13197364"
"4414","ck 13182434"
"4415","MANUALLY DEDUCTED NEXXUS FEE: $130.95  RECD ASI CK#13200287 $2200.00"
"4416","Paid 1074.34 on check # 13197336"
"4417","LESS ALACRITY FEE: $135.52"
"4418","ACH LESS ALACRITY FEE: $165.77"
"4420","LESS ALACRITY FEE: $135.52"
"4421","LESS ALACRITY FEE: $165.77"
"4422","LESS ALACRITY FEE: $165.77"
"4435","MANUALLY DEDUCTED FEES: $375.98  PROGRESSIVE CK#13197932"
"4437","LESS ALACRITY FEE: $165.77"
"4446","ACH"
"4470","GULFSTREAM CK#0000134721"
"4471","GULFSTREAM CK#0000134718"
"4475","per qb"
"4477","VIA QB CC"
"4479","agreed to final pymnt of $1000.00"
"4484","ACH LESS ALACRITY FEE: $165.77"
"4488","ACH LESS ALACRITY FEE: $165.77"
"4491","LESS ALACRITY FEE: $165.77"
"4493","LESS ALACRITY FEE: $125.57  EFT
**CHECK ALACNET NEXXUS WAS REMOVED FROM NON-PAS INVOICE**"
"4495","BANKERS CK#0043214"
"4496","ACH LESS ALACRITY FEE: $135.52"
"4498","ck 0141057358
Alac fee 196.02"
"4500","LESS ALACRITY FEE: $165.77"
"4501","INSURED PAID VIA QB CC"
"4504","LESS ALACRITY FEE: $165.77"
"4511","ACH ALACRITY FEE: $165.77"
"4512","Check paid in full Check # 13198443
Manually deducted the fees"
"4513","LESS ALACRITY FEE: $165.77"
"4514","LESS ALACRITY FEE: $165.77"
"4516","ACH LESS ALACRITY FEE: $165.77"
"4517","ck 127976"
"4520","MANUALLY DEDUCTED FEES: $264.60 PROGRESSIVE CK#13197875"
"4524","ACH ALACRITY LESS FEE: $165.77"
"4525","LESS ALACRITY FEE: $165.77"
"4531","LESS ALACRITY FEE: $180.89"
"4540","LESS ALACRITY FEE: $165.77"
"4542","ACH LESS ALACRITY FEE: $165.77"
"4544","LESS ALACRITY FEE: $155.82"
"4547","Check paid in full - Check # 5136191
Manually deducted fees"
"4565","LESS ALACRITY FEE: $135.52"
"4580","LESS ALACRITY FEE: $135.52"
"4587","ACH ALACRITY FEE: $135.52"
"4598","ACH"
"4610","Alacrity fee 9.95 and 155.82
THIS WAS PAID VIA CK#0008509149 TOWER HILL (PER DEP IN QB)"
"4612","Paid in full - Chk# 147625
Fees deducted manually"
"4620","ASI CK#13211116"
"4625","ACH LESS ALACRITY FEE: $165.77"
"4627","Check paid in full- Chk#147699
Manually deduct fees"
"4632","LESS ALACRITY FEE: $165.77  EFT"
"4634","ACH  LESS TRADES PLUS FEE: $49.46"
"4636","ACH LESS ALACRITY FEE: $165.77"
"4637","Paid $1997.50 on check # 13195708"
"4638","UNA CK#340179955"
"4642","ACH ALACRITY FEE: $135.52"
"4643","UPC CK#171629"
"4644","ACH LESS ALACRITY FEE: $165.77"
"4645","ACH LESS ALACRITY FEE: $165.77"
"4648","ASI CK#1766268"
"4650","ACH LESS ALACRITY FEE: $165.77"
"4653","RECD ASI CK#13205922"
"4658","EMAILED PAID INVOICE & PICTURES TO THE INSRUED..PAID ONLINE"
"4659","RECD CK#121653815 FROM SEDGWICK VELOCITY CLAIMS"
"4660","ck 0141056639"
"4661","ACH LESS ALACRITY FEE: $135.52"
"4667","QBE CK#00135470"
"4669","ACH ALACRITY LESS FEE: $165.77"
"4670","ck 1733205 for full amount"
"4675","MANUALLY DEDUCTED FEE: $158.98 RECD UPC CK#150901 $1987.19"
"4692","GULFSTREAM CK#0000134720"
"4712","MANUALLY DEDUCTED SEDG FEE: $60.45   RECD UPC CK#149085 $755.51"
"4713","Sedgwick fee $93.75"
"4724","MANUALLY DEDUCTED SEDG FEE: $365.43  RECD UPC CK#5141101 $4567.91"
"4725","PERSONAL CK#3721"
"4728","MANUALLY DEDUCTED FEE: $174.06  RECD UPC K#151427 $2175.71"
"4741","ACH LESS TRADES PLUS FEE: $95.88"
"4742","CK#230917"
"4749","ck 1978 for 3126.06 which is minus their fee of 181.94"
"4776","ACH LESS ALACRITY FEE: $92.45"
"4777","LESS ALACRIT FEE: $92.45  ACH"
"4779","LESS ALACRITY FEE: $165.77"
"4782","LESS ALACRITY FEE: $180.89"
"4788","rec'v ck in full"
"4789","ck 802268  for full amount"
"4790","ck 1730893"
"4793","MANUALLY DEDUCTED FEE: $274.28  RECD VIA SEDGWICK EFT"
"4800","LESS PREFERRED FEE: $248.57  CK#2872"
"4802","ACH LESS ALACRITY FEE: $165.77"
"4805","LESS FEES & DEDUCTIBLE $165.77..recd add'l funds from alacrity 2/2/2021 $154.08"
"4806","ck 13180796"
"4807","ACH LESS ALACRITY FEE: $165.77"
"4809","PREFERRED CK#3040
LESS PREFERRED FEE: $118.37"
"4813","UPC CK#5165350"
"4823","ACH ALACRITY LESS FEE: $165.77"
"4826","ACH LESS ALACRITY FEE: $165.77"
"4828","LESS ALACRITY FEE: $165.77"
"4830","LESS ALACRITY FEE: $135.52"
"4841","ACH LESS ALACRITY FEE: $165.77"
"4842","LESS BILLED ALACRITY FEES; $135.52"
"4843","ACH ALACRITY FEE: $62.75"
"4845","ACH LESS ALACRITY FEE: $150.64"
"4846","ACH ALACRITY LESS FEE: $105.27"
"4848","ACH LESS ALACRITY FEE: $165.77"
"4875","GULFSTREAM CK#0000134719"
"4880","FRONTLINE CK#120527"
"4893","ACH LESS ALACRITY FEE: $135.52"
"4900","RYTECH CK#4389"
"4913","LESS ALACRITY FEE: $256.79"
"4914","MANUALLY DEDUCTED FEE: $196.52  RECD UPC CK#147875 $2456.51"
"4915","3/4 RECD ACH ALACRITY FOR $2500.00 - NO FEE WAS DEDUCTED..CHECKED THE NON-PAS OPEN INVOICES AND WE HAVE NOT BEEN CHARGED A FEE YET..PAYMENT DETAIL IN ALACNET DOESN'T SHOW A FEE BEING APPLIED EITHER..
ACH ALACRITY LESS FEE: $246.01"
"4917","3/12 - RECD TOWER HILL 2 PARTY CHECK #0008519630 FROM INSURED FOR $1936.43 EMAILED RC FOR REMAINING BALANCE
3/29 - RECD TOWER HILL CK#0008524636 $346.57"
"4919","LESS ALACRITY FEE: $165.77"
"4922","BANKERS/FIRST COMMUNITY INSURANCE CK# 0044414"
"4923","BANKERS/FIRST COMMUNITY INSURANCE CK# 0044417"
"4925","BANKERS/FIRST COMMUNITY INSURANCE CK# 0044415"
"4926","Paid check # 144083 .... inv 6438 & 5296"
"4927","UPC CK#5160176"
"4929","LESS ALACRITY FEE: $165.77"
"4930","ACH LESS ALACRITY FEE: $143.93"
"4931","CK#232337 FRONTLINE"
"4933","LESS ALACRITY FEE: $85.41 EFT"
"4935","CLAIM DENIED AGREED TO FLAT $1500.00 LESS ALACRITY FEE: $92.45"
"4940","ck 5774908"
"4941","UNIVERSAL NORTH AMERICA CK#340177417"
"4953","FEDNAT CK#1141954"
"4972","LESS ALACRITY FEE: $155.82"
"4974","ACH ALACRITY LESS FEE: $165.77"
"4976","ACH LESS ALACRITY FEE: $135.52"
"4977","LESS ALACRITY FEE: $135.52"
"4979","CLAIM DENIED AGREED TO FLAT $1500.00 LESS FEE: $150.64"
"4980","LESS ALACRITY FEES: $92.73 + $51.20  ACH"
"4984","ck 802497 - paid in full"
"4985","nexxus fee 267.46"
"4990","LESS FEE: $78.48 CK#1637"
"4994","ACH LESS ALACRITY FEE: $165.77"
"4995","ACH ALACRITY FEE: $165.77"
"5001","ACH LESS ALACRITY FEE: $135.52"
"5002","ASI CK#13217325"
"5006","via cc"
"5008","LESS ALACRITY FEE: $114.48"
"5010","FRONTLINE CK#120034"
"5014","paid ck 1958 fee 44.00"
"5015","dcmg fee 6.88"
"5020","FEE: $59.45   ACH ALACRITY"
"5021","ACH ALACRITY FEE: $155.82"
"5022","ACH ALACRITY LESS FEE: $150.64"
"5027","ACH LESS ALACRITY FEE: $135.52"
"5029","LESS ALACRITY FEE: $165.77"
"5031","LESS ALACRITY FEE: $165.77"
"5039","CK#1464"
"5044","ACH LESS ALACRITY FEE: $135.52"
"5050","LESS ALACRITY FEE: $135.52"
"5053","GULFSTREAM CK#0000134533"
"5055","ck 803756"
"5058","chk in ful 652.23"
"5065","GULFSTREAM CHECK #0000134566"
"5066","ACH LESS ALACRITY FEE: FEE: $101.20"
"5068","LESS ALACRITY FEE: $135.52"
"5070","ck 13151113"
"5072","ACH LESS ALACRITY FEE: $120.39"
"5073","ck 803575"
"5078","LESS ALACRITY FEE: $165.77"
"5079","ck 801779"
"5084","EDISON CK#00117109"
"5085","CK#1465"
"5086","FRONTLINE CK #100319"
"5088","PAID ON CHECK # 246188 $3233.00"
"5095","FRONTLINE CK#120205"
"5101","RECD CK#00000098952 FROM OLYMPUS"
"5103","ck 803758"
"5104","MANUALLY DEDUCTED SEDG FEE: $248.36  RECD UPC CK#5142626 $3104.51"
"5117","ACH ALACRITY LESS FEE: $120.56"
"5125","ck 490099"
"5130","LESS ALACRITY FEE :$62.75"
"5131","ck 13181927"
"5135","BANKERS CK#0043022"
"5137","RECD CK#340165176 $3266.51 FROM UNIVERSAL NA DIRECTLY..MANUALLY DEDUCTED ALACRITY FEES"
"5138","AMERICAN INTEGRITY CK#648760
nexxus fees 94.57"
"5140","LESS ALACRITY FEE $128.75"
"5146","paid 804902 for full amount"
"5148","LESS FEE: $52.49 CK#1760"
"5150","Check paid in full - Check # 0005257375
Manually deduct fees"
"5153","BANKERS/FIRST COMMUNITY INSURANCE CK# 0044418"
"5154","ck 804901 for 4076.51"
"5158","ck 13182441 for full amount"
"5161","LESS PREFERRED FEE: $97.20  CK#2305"
"5163","Preferred Repair Fee 146.88"
"5165","LESS ALACRITY FEE: $62.75"
"5166","DCMG CK#2048 LESS FEE: $141.37"
"5167","PREFERRED REPAIR FEE: $82.95  CK#2205"
"5172","RECD PREFERRED CK#1483 LESS FEE: $179.19"
"5179","FL PEN CK#00488544"
"5181","AAA CK#824289"
"5186","LESS PREFERRED FEE: $53.46 CK#1924"
"5187","LESS PREFERRED FEE: $334.70 CK#2305"
"5188","Check #803367"
"5193","LESS ALACRITY FEE: $55.49"
"5194","LESS ALACRITY FEE: $135.52"
"5195","MANUALLY DEDUCTED FEE: $211.14  RECD ASI CK#13203205 $3658.00"
"5197","LESS ALACRITY FEE: $62.75"
"5198","Check # 580330"
"5199","ACH LESS FEE: $6.19"
"5210","ck for full amount 802269"
"5213","UNIVERSAL CK#340185562"
